"protein","sd"
"ANXA4",0.794934943824598
"ANXA5",0.328155757565875
"AOC1",0.62120111228376
"AOC3",0.353255532870871
"AP1G2",0.841771910992209
"AP2B1",0.50126219313179
"AP3B1",0.802397260218057
"AP3S2",0.497396319497986
"APBB1IP",0.52512877632389
"APCS",0.417006398096906
"APEX1",0.67708569335853
"APLP1",0.576249723509398
"APOA1",0.2977046586743
"APOA2",0.526218375561474
"APOA4",0.371962547109479
"APOB",0.233888011485606
"APOBR",0.439047591054243
"APOC1",0.404943017046198
"APOD",0.452268982040007
"APOE",0.740559126564576
"APOF",0.329584571843859
"APOH",0.403679350680935
"APOL1",0.653405413988504
"APOM",0.317042102850905
"APP",0.741968870569964
"APPL2",1.16068644804158
"APRT",0.537281897087586
"ARAF",0.694018697320185
"AREG",0.511984709667329
"ARF6",1.11071564646471
"ARFIP1",0.715474052442041
"ARG1",0.595523106054065
"ARG2",0.44813877260129
"ARHGAP1",0.511163616749776
"ARHGAP25",0.663779227364588
"ARHGAP30",0.405143340819738
"ARHGAP45",0.848990455416253
"ARHGAP5",0.7786339414001
"ARHGEF1",0.939310472811416
"ARHGEF10",0.97870617694203
"ARHGEF12",1.15806244939898
"ARHGEF5",0.760508201656624
"ARID3A",0.410153897138909
"ARID4B",0.464313479896287
"ARL13B",0.718001769847017
"ARL2BP",0.414833911675518
"ARMCX2",0.630525784170951
"ARNT",0.404505304770474
"ARNTL",0.532768706063609
"ARSA",0.521203096377441
"ARSB",0.626962362788952
"ART3",0.417509439556548
"ART5",0.645882048105075
"ARTN",0.491297398414325
"ASAH1",0.487119834059374
"ASAH2",0.614766618191763
"ASGR1",0.359662765216111
"ASGR2",0.277521192005506
"ASPN",0.291435637515446
"ASPSCR1",0.710556273316209
"ASRGL1",1.05010117378893
"ASS1",0.850297833257576
"ATF2",0.752345593227309
"ATF4",0.343936490031032
"ATG16L1",0.890289559695376
"ATG4A",0.669510230011092
"ATOX1",0.800324772044938
"ATP1B1",0.496619061736102
"ATP1B2",0.324387516493777
"ATP1B3",0.404331409289014
"ATP1B4",0.428017448825767
"ATP2B4",0.64631740772916
"ATP5F1D",0.524257450740045
"ATP5IF1",1.22869345992822
"ATP5PO",0.458983018897041
"ATP6AP2",0.450978006132582
"ATP6V1D",0.293787852472552
"ATP6V1F",0.730837380385875
"ATP6V1G1",0.75286796275847
"ATP6V1G2",0.989763293315656
"ATRAID",0.302039035149507
"ATRN",0.177740536462589
"ATXN10",0.789221049546907
"ATXN2",1.13096251936146
"ATXN2L",0.497770486940895
"ATXN3",0.665080554250292
"AXIN1",1.0695409101053
"AXL",0.309159350823761
"AZI2",0.587795698694745
"AZU1",0.850991373488055
"B2M",0.339883230068105
"B3GAT3",0.209254360096124
"B3GNT7",0.394137175076783
"B4GALT1",0.308523087876199
"B4GAT1",0.285235351173946
"BABAM1",0.295462436399363
"BACH1",0.807817827581529
"BAG3",0.454678660360502
"BAG4",0.507319427174767
"BAG6",0.399305770340278
"BAIAP2",0.732222719836127
"BAMBI",0.326716223520881
"BANK1",1.18629538093604
"BAP18",0.733060977040014
"BATF",0.866511284980123
"BAX",0.985027261987813
"BCAM",0.272039875834406
"BCAN",0.411658520440377
"BCAT1",0.322302724882084
"BCAT2",0.552080948443178
"BCHE",0.299952166872199
"BCL2",0.562276146425801
"BCL2L1",1.03006931547277
"BCL2L11",0.49117454964748
"BCL2L15",0.603597297577163
"BCL7A",0.653103571097206
"BCL7B",0.471116664223087
"BCR",1.01903211701852
"BDNF",0.870179200420526
"BECN1",0.634281936871818
"BEX3",0.479482877612392
"BGLAP",0.957374059128292
"BGN",1.31239813815339
"BHLHE40",0.724656551073486
"BHMT2",0.263759848351145
"BID",0.751915586495389
"BIN2",1.01431760055664
"BIRC2",0.701588014145207
"BLMH",0.359365748169725
"BLNK",0.394708951830011
"BLOC1S2",0.751992642079851
"BLOC1S3",0.425267006872565
"BLVRB",0.763397983778202
"BMP10",0.311465993989737
"BMP4",0.517845761511869
"BMP6",0.462724243782897
"BMPER",0.241495788007381
"BNIP2",0.352768720396856
"BNIP3L",0.458209929392897
"BOC",0.266828625167063
"BOLA1",0.562970398657482
"BOLA2_BOLA2B",0.576830479562935
"BPIFA2",1.16170918299658
"BPIFB1",0.763089029046781
"BPIFB2",0.74118988680397
"BRAP",1.1342012123627
"BRD1",0.313571689254431
"BRD2",0.351605671609079
"BRD3",0.49243083106453
"BRDT",0.376949994743408
"BRK1",0.499273706886022
"BRME1",0.424443907362275
"BRSK2",0.399878640578301
"BSG",0.230869832705833
"BSND",0.347393988543411
"BST1",0.525293362419407
"BST2",0.600836204979778
"BTC",0.821881020326622
"BTD",0.218274896793486
"BTLA",0.896158220785506
"BTN1A1",0.410492379392817
"BTN2A1",0.294463319011763
"BTN3A2",0.42090133465909
"BTNL10",0.409896295434825
"C19orf12",0.740820388334367
"C1GALT1C1",0.328901793379217
"C1QA",0.257455542423413
"C1QBP",0.699340082361617
"C1QL2",0.462584772954375
"C1QTNF1",0.493660762626535
"C1QTNF5",0.388603023066055
"C1QTNF6",0.331758615347495
"C1QTNF9",0.500767474158801
"C1R",0.199294591675055
"C1RL",0.212230124486481
"C1S",0.223212041350281
"C2",0.266167035488827
"C2CD2L",0.470086920059005
"C2orf69",0.596129775257347
"C3",0.487450486223587
"C4BPB",0.459302995663318
"C5",0.157721046208107
"C7",0.338070241280081
"C7orf50",0.242661751283167
"C8B",0.320587000899068
"C9",0.561378602321662
"C9orf40",0.858993745866144
"CA1",0.693684682128342
"CA11",0.348957816350262
"CA12",0.360960250395674
"CA13",1.15676145176067
"CA14",0.434945652644089
"CA2",0.810030682600463
"CA3",0.711509237480794
"CA4",0.272602375926538
"CA5A",1.07573779492613
"CA6",0.766598283332984
"CA7",0.352414725442543
"CA8",0.268680520453614
"CA9",0.528665968265787
"CABP2",0.668113701725819
"CACNA1C",0.330955350124001
"CACNA1H",0.590517046069314
"CACNB1",0.607218846996663
"CACNB3",0.880368320600923
"CACYBP",1.05692347744263
"CADPS",0.437243353372046
"CALB1",0.496035603558811
"CALB2",0.342608977312686
"CALCA",0.850429607493552
"CALCB",0.408789458165752
"CALCOCO1",1.1709490972997
"CALCOCO2",0.796354830446015
"CALY",0.386072896687148
"CAMKK1",0.492088928662948
"CAMLG",0.557805480858436
"CAMSAP1",1.13435577357799
"CANT1",0.228277127471544
"CAPG",0.683425723145121
"CAPN3",0.391288366867328
"CAPS",0.985730244362747
"CARHSP1",0.584445043749972
"CASC3",0.434619795397469
"CASP1",0.766284295763279
"CASP10",0.795008499418468
"CASP2",0.749468340675561
"CASP3",0.978902660480152
"CASP4",1.73241185601265
"CASP7",0.869707533052206
"CASP8",0.702828363402526
"CASP9",0.627064231756594
"CASQ2",0.496511737735373
"CAT",0.586541480618255
"CBLIF",0.835034393454929
"CBLN1",0.980427328004854
"CBLN4",0.361062931535239
"CBS",0.532277256493134
"CBX2",0.407454939106193
"CC2D1A",0.841593401625454
"CCAR2",0.571320438794878
"CCDC134",0.505251880112958
"CCDC28A",0.301909058774452
"CCDC50",0.792214297004467
"CCDC80",0.434502565816741
"CCER2",0.649070506262019
"CCL11",0.451049254478914
"CCL13",0.78653027755032
"CCL14",0.45434915288517
"CCL15",0.504623856100179
"CCL16",0.635681398357699
"CCL17",1.03374920217166
"CCL18",0.824345187227804
"CCL19",1.38494561405538
"CCL2",0.604263682561213
"CCL20",1.00515731308873
"CCL21",0.466600531196117
"CCL22",0.600176093072776
"CCL23",0.486472232240964
"CCL24",0.946596970473455
"CCL25",0.56733635347161
"CCL26",1.02070998985907
"CCL27",0.710208640873252
"CCL28",0.654024390656318
"CCL3",0.716076039778123
"CCL4",0.75044310275342
"CCL5",1.15278829281325
"CCL7",0.692569754434114
"CCL8",0.691868883608752
"CCN1",0.867965390051703
"CCN2",0.647726643145044
"CCN3",0.405329449657604
"CCN4",0.45942435641868
"CCN5",0.492705614726016
"CCND2",0.381057889432399
"CCNE1",0.964038482001681
"CCS",0.527840310071289
"CCT5",0.507109025359535
"CD101",0.448661617261627
"CD109",0.374966586669259
"CD14",0.469467617187393
"CD160",0.52598354102394
"CD163",0.506540014091892
"CD164",0.299615635371367
"CD164L2",0.371866221661823
"CD177",1.42796888353669
"CD1C",0.279518985964477
"CD2",0.395513422301481
"CD200",0.302686396462837
"CD200R1",0.392279208043306
"CD207",0.432615552707449
"CD209",0.436974817285209
"CD22",0.493037561398519
"CD226",0.42868551581291
"CD244",0.306558284648375
"CD248",0.435728919613046
"CD27",0.463387815633912
"CD274",0.386435715661606
"CD276",0.409056477394403
"CD28",0.405209634824085
"CD2AP",0.715120545803768
"CD300A",0.319168228368702
"CD300C",0.398209300837598
"CD300E",0.486088244657604
"CD300LF",0.715409923912612
"CD300LG",0.432328478099334
"CD302",0.356330460137654
"CD33",0.894980675841366
"CD34",0.269914276349875
"CD36",0.473504061501427
"CD38",0.426204892654889
"CD3D",0.350274042400342
"CD3E",0.364466306485727
"CD3G",0.919822537323201
"CD4",0.344608489214071
"CD40",0.558470123797481
"CD40LG",0.880474214254253
"CD46",0.318341296015179
"CD48",0.334193992021629
"CD5",0.390595301128654
"CD55",0.288863099678735
"CD58",0.197739025848731
"CD59",0.264920515435496
"CD5L",0.490754865787128
"CD6",0.613304053031432
"CD63",0.577882741292083
"CD69",0.973609373022345
"CD7",0.448022473292294
"CD70",0.500516967834734
"CD72",0.458990172811277
"CD74",0.411334261268525
"CD79B",0.505935611606559
"CD80",0.367785671941236
"CD82",0.426989666657859
"CD83",0.397543544748644
"CD84",0.350287597907791
"CD86",0.309550667281374
"CD8A",0.563510636966475
"CD93",0.341716182787908
"CD99",0.249217246322905
"CD99L2",0.279631824852566
"CDA",0.515726270051554
"CDAN1",0.238735713312474
"CDC123",0.657612797892917
"CDC25A",0.413492962393768
"CDC26",0.731067271300425
"CDC27",0.670370546179262
"CDC37",0.936200666748223
"CDC42BPB",1.08521064674751
"CDCP1",0.660076873153254
"CDH1",0.447700667711947
"CDH15",0.750402123351016
"CDH17",0.778648767653577
"CDH2",0.444658914568098
"CDH22",0.29160726190465
"CDH23",0.275301046578586
"CDH3",0.398590861676211
"CDH4",0.483379086315408
"CDH5",0.336072534951337
"CDH6",0.431307036858274
"CDHR1",0.478336983866132
"CDHR2",1.03796673880515
"CDHR5",0.448095382703068
"CDK1",0.375050910931005
"CDK5RAP3",0.611992054023121
"CDKL5",0.541169902926076
"CDKN1A",1.20048676252091
"CDKN2D",1.04986733711958
"CDNF",0.360143803503279
"CDON",0.302804350377065
"CDSN",0.483052720440713
"CEACAM1",0.278839859153102
"CEACAM16",0.869386668770054
"CEACAM18",0.708029539771288
"CEACAM19",0.417002910211852
"CEACAM20",0.455664357717894
"CEACAM21",0.969135527922297
"CEACAM3",0.52630604943893
"CEACAM5",0.747399595574098
"CEACAM6",0.44189133866336
"CEACAM8",0.565931806315092
"CEBPA",0.386770741353627
"CEBPB",0.413052147042653
"CELA2A",0.639412498893903
"CELA3A",0.649135750625159
"CELSR2",0.30043580310951
"CEMIP2",0.342547397445796
"CEND1",0.60463265725905
"CENPF",0.5825928170107
"CENPJ",0.730376651441502
"CEP112",0.460370125095413
"CEP152",0.436188350205289
"CEP164",0.689966704619101
"CEP170",0.801400721865242
"CEP20",0.822771337695118
"CEP290",0.542148507438239
"CEP350",0.378837594411598
"CEP43",0.753171037303555
"CEP85",0.709381508629518
"CERT",0.669024761708679
"CES1",0.977451757628309
"CES2",0.642220568976222
"CES3",0.799639198721682
"CETN2",0.75250834443074
"CETN3",0.805863718919134
"CFB",0.370441818689072
"CFC1",0.519301943362835
"CFD",0.219939820769664
"CFH",0.272654052510033
"CFHR2",0.592504329468766
"CFHR4",0.753955993457207
"CFHR5",0.434915010207198
"CFI",0.231850241940246
"CFP",0.247358512300801
"CGA",1.28316087232526
"CGB3_CGB5_CGB8",0.464693209568234
"CGN",0.40822973484199
"CGREF1",0.474698169682221
"CHAC2",0.663548779823002
"CHAD",0.539443940629651
"CHCHD10",0.463922384721228
"CHCHD6",0.299723744836857
"CHEK2",0.357389797888373
"CHGA",0.926054329434578
"CHGB",0.470927638752365
"CHI3L1",0.926592949160192
"CHIT1",1.76294718321761
"CHL1",0.346730713332684
"CHM",0.626805471963658
"CHMP1A",0.875578380891095
"CHMP6",0.588935886040065
"CHP1",0.75428027392819
"CHRDL1",0.392440682538339
"CHRDL2",0.615559636064335
"CHRM1",0.377209312022726
"CIAPIN1",0.701541730698641
"CILP",0.59853838596747
"CINP",0.453836799576899
"CIRBP",0.995036745666581
"CIT",0.482257826276119
"CKAP4",0.306860363921433
"CKB",0.705267361138064
"CKMT1A_CKMT1B",0.758460542940075
"CLASP1",0.744293086967844
"CLC",0.757076784265931
"CLEC10A",0.406552884906024
"CLEC11A",0.530725286590553
"CLEC12A",0.202449683281337
"CLEC14A",0.360787683861932
"CLEC1A",0.363316875059366
"CLEC1B",1.08174146358727
"CLEC2L",0.525189597671392
"CLEC3B",0.2258041078834
"CLEC4A",0.398371738917771
"CLEC4C",0.53102616533
"CLEC4D",0.733545163916444
"CLEC4G",0.38228980126491
"CLEC4M",0.506669502130222
"CLEC5A",0.341813480675216
"CLEC6A",0.531712905922328
"CLEC7A",0.674612041440973
"CLGN",0.460963499254586
"CLIC5",0.328562256423993
"CLINT1",0.480257671863165
"CLIP2",1.26836791954524
"CLMP",0.275307477660433
"CLNS1A",0.352822311992675
"CLPP",1.06779070968641
"CLPS",0.781943917314578
"CLSPN",0.379876714238595
"CLSTN1",0.572263010016571
"CLSTN2",0.445525636586182
"CLSTN3",0.322798617475885
"CLTA",0.505252523244574
"CLU",0.321246633639782
"CLUL1",0.535640352326033
"CMC1",0.944706519526978
"CMIP",0.862150290006334
"CNDP1",0.517444039382323
"CNGB3",0.554024292251617
"CNP",0.828486228355999
"CNPY2",0.661416158687527
"CNPY4",0.844061816392836
"CNST",1.19686129829123
"CNTF",0.347739263931946
"CNTN1",0.331541671239039
"CNTN2",0.519825867278364
"CNTN3",0.409746338606357
"CNTN4",0.27299319598061
"CNTN5",0.448941840730187
"CNTNAP2",0.476264566676496
"CNTNAP4",1.06817583991268
"COCH",0.495092272913841
"COL15A1",0.296052036149411
"COL18A1",0.277210171767072
"COL1A1",0.284136860663446
"COL24A1",0.590157421936655
"COL28A1",0.791185300444898
"COL2A1",0.828182288786065
"COL3A1",0.242899923860829
"COL4A1",0.458391896292392
"COL4A4",0.538404113033431
"COL5A1",0.41459811232227
"COL6A3",0.416905461644356
"COL9A1",0.528726490340518
"COL9A2",0.464439279153165
"COLEC12",0.324179319793362
"COMMD1",0.636227815925771
"COMMD9",0.411640792239741
"COMP",0.396548805589665
"COMT",0.925091483749388
"COPB2",0.439481906945137
"COPE",0.512454004118235
"COQ7",0.460800117617964
"CORO1A",0.976718912459235
"CORO6",0.384913459884718
"COX5B",0.776570710438207
"COX6B1",0.336935874080725
"CPA1",0.68240540235212
"CPA2",0.738374221001269
"CPA4",0.446727681226967
"CPB1",0.666992159007155
"CPB2",0.236983580064247
"CPE",0.434043575493871
"CPLX2",0.318974404788918
"CPM",0.440987739814837
"CPOX",0.280383045023483
"CPPED1",0.767546198241676
"CPQ",0.385936394204929
"CPTP",0.410369863424833
"CPVL",0.457455071921802
"CPXM1",0.775644485632855
"CPXM2",0.275932497259438
"CR1",0.378970487385548
"CR2",0.530444178842269
"CRACR2A",0.950101384198316
"CRADD",0.845778721072067
"CREB3",0.565650945966373
"CREBZF",0.266422043338222
"CREG1",0.439665766996372
"CRELD1",0.410282411521469
"CRELD2",0.585835950328334
"CRH",0.979821870735036
"CRHBP",0.330624518724894
"CRHR1",0.678390674126679
"CRIM1",0.232796786761538
"CRIP2",0.437284941544645
"CRISP2",0.757399077738951
"CRISP3",0.286669658891763
"CRKL",1.18921758755893
"CRLF1",0.301838671977847
"CRNN",0.7767289777559
"CRTAC1",0.356342298367708
"CRTAM",0.574771689282089
"CRTAP",0.508062678409158
"CRX",1.1939711592904
"CRYBB1",0.682206139063216
"CRYBB2",0.715409688243226
"CRYGD",1.00557415192101
"CRYM",0.771458626771676
"CRYZL1",0.946355693589577
"CSDE1",1.22923211383935
"CSF1",0.314081462547363
"CSF1R",0.426659616478736
"CSF2",0.373612540594021
"CSF2RA",0.686254671796418
"CSF2RB",0.445015448475336
"CSF3",0.558304895527708
"CSF3R",0.311881779864258
"CSH1",0.329104961440331
"CSNK1D",0.653056683711919
"CSNK2A1",0.469168612959256
"CSPG4",0.36798934008998
"CSPG5",0.502901127450381
"CSRP3",1.00561836168904
"CST3",0.34458603240987
"CST5",0.635818047278385
"CST6",0.555823411747873
"CST7",1.06566321055768
"CSTB",0.493858159291928
"CTAG1A_CTAG1B",0.509259903400295
"CTBS",0.286949913394688
"CTF1",0.924887454133518
"CTHRC1",0.33909568355523
"CTLA4",0.307169230087401
"CTNNA1",0.359649045517199
"CTRB1",0.619157660176059
"CTRC",0.715852377962435
"CTRL",0.715925066558827
"CTSB",0.613894611298022
"CTSC",0.474978947740673
"CTSD",0.465067740684344
"CTSE",0.543657187151695
"CTSF",0.464300475043628
"CTSH",0.835085228866249
"CTSL",0.275527920797308
"CTSO",0.354248855582169
"CTSV",0.493324795952964
"CTSZ",0.368379866050164
"CUZD1",0.388949004024153
"CWC15",0.646340830577121
"CX3CL1",0.372436728510677
"CXADR",0.570790104572788
"CXCL1",1.07519149874567
"CXCL10",0.784512932372566
"CXCL11",0.90070188788131
"CXCL12",0.43992527546785
"CXCL13",0.6910444698849
"CXCL14",0.721373450392818
"CXCL16",0.272762898495973
"CXCL17",0.616567843764424
"CXCL3",1.05499636770962
"CXCL5",1.31482086170616
"CXCL6",0.861347924118331
"CXCL8",0.776559570933431
"CXCL9",0.792734356297754
"CYB5A",0.738681176379976
"CYB5R2",0.586779364521885
"CYP24A1",0.884830773052304
"CYTH3",0.748027699059842
"CYTL1",0.262424466017212
"DAAM1",0.85381357756342
"DAB2",1.26094854750234
"DAG1",0.539816644184459
"DAND5",0.57141152080333
"DAPK2",0.57134946984047
"DAPP1",1.34483118367059
"DARS1",0.81011421251501
"DBH",1.14780377121246
"DBI",0.885095798504718
"DBN1",0.530552613249968
"DBNL",1.04061241035487
"DCBLD2",0.404992006679984
"DCC",0.232475510717367
"DCDC2C",0.642477085472863
"DCLRE1C",0.318944275381532
"DCN",0.260039771109041
"DCTD",0.973337027705537
"DCTN1",0.737199110817307
"DCTN2",1.00880952687134
"DCTN6",0.791190390376586
"DCTPP1",0.357626056140576
"DCUN1D1",0.771546649626185
"DCUN1D2",0.819426028530129
"DCXR",0.652412343217136
"DDA1",0.405196018558079
"DDAH1",0.50751345158202
"DDC",0.550132865487924
"DDHD2",0.696495451906976
"DDI2",0.825671154080527
"DDR1",0.259565476418613
"DDT",0.449674714512602
"DDX1",0.520657018545085
"DDX25",0.383435159506374
"DDX39A",0.231359040230586
"DDX4",0.551303935905479
"DDX53",0.366288187224597
"DDX58",0.648103771431527
"DECR1",1.06562456552141
"DEFA1_DEFA1B",0.574227313420714
"DEFB103A_DEFB103B",0.425647674524003
"DEFB104A_DEFB104B",0.596805547984077
"DEFB116",0.775177118864983
"DEFB118",0.588075406978317
"DEFB4A_DEFB4B",1.73908790543464
"DENND2B",0.507185650465009
"DENR",0.581778206807078
"DFFA",0.751030531079519
"DGCR6",0.451453901488271
"DGKA",0.557208796810071
"DGKZ",0.379959029305663
"DHODH",0.481699944827166
"DHPS",0.425543243419657
"DHRS4L2",0.488912631199967
"DIABLO",1.21602003541323
"DIPK1C",0.43175602269565
"DIPK2B",0.303662999737036
"DKK1",0.675155279170485
"DKK3",0.349390393127374
"DKK4",0.518869099278247
"DKKL1",0.988578363537068
"DLG4",0.744818309305897
"DLGAP5",0.535377081244336
"DLK1",0.647773653347794
"DLL1",0.340446087523316
"DLL4",0.889265068197745
"DMD",0.533214822349835
"DMP1",0.65023840573377
"DNAJA1",0.472867741041943
"DNAJA2",0.924067440617002
"DNAJA4",0.762022628069772
"DNAJB1",0.987634095917947
"DNAJB14",0.673783193566908
"DNAJB2",0.570639225433123
"DNAJB6",0.865485846455031
"DNAJB8",0.62390076789443
"DNAJC21",0.405537163345071
"DNAJC6",0.877808181241004
"DNAJC9",0.81251887314723
"DNER",0.30325691477038
"DNLZ",0.912242354073337
"DNM1",1.18375339470811
"DNM3",0.57339197204254
"DNMBP",0.696730670396323
"DNPEP",0.609110293316963
"DNPH1",0.589032025719199
"DOC2B",0.36661551620973
"DOCK9",1.1978543491166
"DOK1",1.41978608493916
"DOK2",1.36406779471685
"DPEP1",0.557462347622348
"DPEP2",0.294049730668756
"DPP10",0.406130723720224
"DPP4",0.331056295718955
"DPP6",0.400110241635185
"DPP7",0.67111452707175
"DPT",0.336776365368958
"DPY30",0.691014927982798
"DRAXIN",0.487210319395886
"DRG2",0.632039957789479
"DSC2",0.389877568381067
"DSCAM",0.373106253283235
"DSG2",0.312882738473468
"DSG3",0.403195214441464
"DSG4",0.577332406492568
"DTD1",0.896113498680159
"DTNB",0.482009581975607
"DTX2",0.65206831936695
"DTX3",0.287269053639242
"DTYMK",0.726597638095463
"DUOX2",0.798262876918044
"DUSP13",0.43583259771558
"DUSP29",0.687366709323914
"DUSP3",0.946674239894992
"DUT",1.08001120704519
"DXO",0.475324432293444
"DYNC1H1",0.489017885395442
"DYNLT1",0.8330236810656
"DYNLT3",0.457279234418589
"EBAG9",1.05931499110618
"EBI3_IL27",0.356478229167062
"ECE1",0.387765601137579
"ECHDC3",0.789292121872006
"ECHS1",1.00951517521705
"ECI2",0.635393281485578
"ECM1",0.379031703974204
"ECSCR",0.523155196508237
"EDA2R",0.514902053071695
"EDAR",1.02783441871493
"EDDM3B",0.886685469189908
"EDEM2",0.375213984842115
"EDF1",0.716435715127508
"EDIL3",0.417422169691799
"EDN1",0.318858014015335
"EDNRB",0.460436740001424
"EEF1D",0.972085453124489
"EFCAB14",0.295359312221706
"EFCAB2",0.36049445121602
"EFEMP1",0.38532549267812
"EFHD1",0.383167519040479
"EFNA1",0.313081245046265
"EFNA4",0.341226803118117
"EFNB2",0.599385191617239
"EGF",1.15621260774052
"EGFL7",0.460003010642708
"EGFLAM",0.321271445051227
"EGFR",0.186176943519036
"EGLN1",0.613092920458892
"EHBP1",0.786954609673905
"EHD3",1.20010752822099
"EIF1AX",0.570789020236234
"EIF2AK2",1.14307657018189
"EIF2AK3",0.687739100487051
"EIF2S2",0.434773002551686
"EIF4B",0.631991353146811
"EIF4E",0.925418721088975
"EIF4EBP1",0.737988414006286
"EIF4G1",1.11868044417659
"EIF4G3",0.693024640300673
"EIF5",0.448132016946693
"EIF5A",0.32749390632451
"ELAC1",0.885168416886561
"ELAVL4",0.865866495036582
"ELN",0.490093121911614
"ELOA",0.625036651453431
"ELOB",0.40260478213281
"ENAH",0.527122664712132
"ENDOU",0.602180570559466
"ENG",0.193711557345441
"ENO1",0.874159763884207
"ENO2",0.735133589595931
"ENO3",0.664772026245798
"ENOPH1",0.565386802985039
"ENOX2",0.28584769137938
"ENPEP",0.450144945013874
"ENPP2",0.373429884282447
"ENPP5",0.50893542951707
"ENPP6",0.408057566866197
"ENPP7",0.975020815067396
"ENSA",0.54022446282486
"ENTPD2",0.484753747251442
"ENTPD5",0.237075958627778
"ENTPD6",0.303852450261996
"ENTR1",0.622977865228176
"EP300",0.31248386211069
"EPB41L5",0.652796309812572
"EPCAM",1.10018407023376
"EPGN",0.486833009394439
"EPHA1",0.412237198941617
"EPHA10",0.711958568579768
"EPHA2",0.351330934363691
"EPHA4",0.293866294804886
"EPHB4",0.274639364416927
"EPHB6",0.346731624723725
"EPHX2",0.681971498856181
"EPN1",0.441957590761945
"EPO",0.866190091791892
"EPPK1",0.764058229236626
