"protein","sd"
"EPS8L2",0.352918681667798
"ERBB2",0.297231823007771
"ERBB3",0.226748284005764
"ERBB4",0.277935561876432
"ERBIN",1.14956313591533
"ERC2",0.76385891730688
"ERCC1",0.334774959809059
"EREG",0.89402074581498
"ERI1",0.351804726355827
"ERMAP",0.480800293390328
"ERN1",0.397601875455869
"ERP29",1.22056095336301
"ERP44",0.292610758396135
"ERVV-1",0.465766229094107
"ESAM",0.35879120459087
"ESM1",0.40521373965722
"ESPL1",0.56942392479435
"ESR1",0.595252880103546
"ESYT2",0.863308957918512
"EVI2B",0.404202939038113
"EVI5",0.927220883395613
"EVPL",0.341284299614062
"EXOSC10",0.60924972190577
"EXTL1",0.490602321643666
"EZR",0.282762843395253
"F10",0.285777806328057
"F11",0.325361199380641
"F11R",0.635139181644598
"F12",0.436844519646467
"F13B",0.269758864224526
"F2",0.155017621004347
"F2R",0.645043771983777
"F3",0.317783468279463
"F7",0.353541012641815
"F9",0.218500136411282
"FABP1",1.13220323232247
"FABP2",0.893592432208345
"FABP3",0.599196601606583
"FABP4",0.752091786180609
"FABP5",0.782133664108032
"FABP6",0.622527961434578
"FABP9",0.638806262502901
"FADD",0.839759430031887
"FAM13A",0.708289369055947
"FAM171A2",1.64062949057522
"FAM171B",0.280819451712581
"FAM172A",0.634586566522462
"FAM20A",0.318661250673433
"FAM3B",0.407512084325116
"FAM3C",0.338359785203967
"FAM3D",0.87797068382372
"FAP",0.313597005393295
"FARSA",0.71613510611637
"FAS",0.390338286080727
"FASLG",0.445217972903396
"FBLN2",0.347028490391892
"FBN2",0.609556359356909
"FBP1",0.845558513362856
"FCAMR",0.824598482083579
"FCAR",0.541426996883391
"FCER1A",0.246798432492173
"FCER2",0.575643336439277
"FCGR2A",0.676939816128945
"FCGR2B",0.647682606159115
"FCGR3B",0.560332523159582
"FCN1",0.603572548735112
"FCN2",0.467489469787917
"FCRL1",0.517213140972295
"FCRL2",0.556496283078578
"FCRL3",0.600906908795895
"FCRL5",0.683893898348133
"FCRL6",0.775828519183457
"FCRLB",0.683576876428385
"FDX1",0.647240456779876
"FDX2",0.583968992200472
"FEN1",0.729498308338562
"FES",0.52265774056723
"FETUB",0.384953426092974
"FGA",0.338966199973141
"FGD3",0.837860151765649
"FGF12",0.466122459954281
"FGF16",0.483549055439636
"FGF19",0.87807387670994
"FGF2",0.757576664594364
"FGF20",0.444599828309103
"FGF21",1.43075290181409
"FGF23",0.655685823676476
"FGF3",0.308845153697683
"FGF5",0.392199387482118
"FGF6",0.420090654308447
"FGF7",0.809624486055873
"FGF9",0.416888733438994
"FGFBP1",0.375247197783741
"FGFBP2",0.526572966622872
"FGFBP3",0.391995985529623
"FGFR2",0.263263192260592
"FGFR4",0.552467547305165
"FGL1",0.713792456998536
"FGR",0.672831302150077
"FH",0.856143978628263
"FHIP2A",0.493517290028535
"FHIT",0.814350325298037
"FIS1",0.860984394801842
"FKBP14",1.03368243566583
"FKBP1B",1.22870658385421
"FKBP4",0.491883913832029
"FKBP5",1.05574481466703
"FKBP7",0.524748796529566
"FKBPL",0.614703732765948
"FLI1",1.23170042003684
"FLRT2",0.315992281588952
"FLT1",0.246664925872441
"FLT3",0.340301442506254
"FLT3LG",0.400299302362693
"FLT4",0.388910730927209
"FMNL1",0.726314212851815
"FMR1",0.372346423700746
"FN1",0.286468608149811
"FNDC1",0.499417061028044
"FNTA",0.368437997264155
"FOLH1",1.10221284239205
"FOLR1",0.33480963761011
"FOLR2",0.34688310840279
"FOLR3",2.13295245192059
"FOS",0.366054304434262
"FOSB",0.429945368493514
"FOXJ3",0.455962178038989
"FOXO1",0.945829712772034
"FOXO3",1.06260526564415
"FRMD4B",0.731406117340033
"FRMD7",0.338922828217905
"FRZB",0.301463783282559
"FSHB",1.04510490759877
"FST",0.58111091702806
"FSTL1",0.236995285280828
"FSTL3",0.391962676007062
"FTCD",0.951084404109494
"FUCA1",0.930083179289157
"FUOM",0.69808435941224
"FURIN",0.42183334752038
"FUS",0.444804871414667
"FUT1",0.644982157004486
"FUT3_FUT5",0.550197428852795
"FUT8",0.651778099147805
"FXN",0.821069629539556
"FXYD5",0.71580596640004
"FYB1",1.0377487137274
"FZD10",0.606590909820787
"FZD8",0.439300299936217
"GABARAP",0.507543533603425
"GABARAPL1",0.677483097092795
"GABRA4",0.655468114463212
"GAD1",0.265985496852663
"GAD2",0.471006249033002
"GADD45B",0.501765964205724
"GADD45GIP1",0.54452573453005
"GAGE2A",0.6457742864614
"GAL",0.766928385951468
"GALNT10",0.319909556363769
"GALNT2",0.297907639156246
"GALNT3",0.467511645376935
"GALNT5",0.293076420559544
"GALNT7",0.231691135988963
"GAMT",0.373068318322981
"GAPDH",0.339524146409655
"GART",0.275450916759141
"GAS2",0.539850006123115
"GAS6",0.291650568323994
"GASK1A",0.449202688808726
"GAST",1.38549877952336
"GATA3",0.269698431030048
"GATD3",0.797216755878973
"GBA",0.560436847311893
"GBP1",0.686250425984862
"GBP2",0.652351675230009
"GBP4",0.533423762056341
"GBP6",0.458004129716031
"GC",0.269568925754985
"GCC1",1.13098123690359
"GCG",1.42214159369223
"GCHFR",0.545326342237035
"GCLM",0.47039864076128
"GCNT1",0.396959779239031
"GDF15",0.579783501018052
"GDF2",0.432499876600793
"GDNF",0.432086204003807
"GET3",0.57094618435959
"GFAP",0.539265812848107
"GFER",0.726499151897664
"GFOD2",1.38242831854333
"GFRA1",0.336001880516564
"GFRA2",0.229089390441538
"GFRA3",0.323374075508406
"GFRAL",0.665927499782568
"GGA1",0.758573389089139
"GGACT",0.736973743583461
"GGCT",0.502268524996572
"GGH",0.406932365930342
"GGT1",0.618310060377086
"GGT5",0.258126718985521
"GH1",2.14402041154851
"GH2",1.83994912600905
"GHR",0.322676840647213
"GHRHR",0.608082422909422
"GHRL",0.98139869959488
"GID8",0.343597468994564
"GIGYF2",0.806879003632594
"GIMAP7",0.317679664430564
"GIMAP8",0.523634899237089
"GIP",0.569113152906334
"GIPC2",0.325401737766966
"GIPC3",1.02014316926148
"GIPR",0.465191687448802
"GIT1",1.00451368177217
"GJA8",0.629700082786467
"GKN1",0.304954348902867
"GLA",0.407111486958226
"GLB1",0.471175616246849
"GLI2",0.340447196206236
"GLO1",0.657421356033613
"GLOD4",0.400626755249181
"GLP1R",0.382875270797106
"GLRX",0.644788062381172
"GLRX5",0.907378605552642
"GLT8D2",0.512425974859954
"GLYR1",0.620324484153022
"GM2A",0.41839158180876
"GMFG",0.747084616375623
"GMPR",0.568822905216299
"GMPR2",0.690072516620284
"GNAS",0.918921640637509
"GNE",0.722887513599985
"GNGT1",0.529435912902476
"GNLY",0.59628291502388
"GNPDA1",0.342478504376844
"GNPDA2",0.377408649874547
"GOLGA3",0.811293161112255
"GOLM2",0.262168774092662
"GOPC",1.12930211980697
"GORASP2",0.489861616215556
"GOT1",0.444999373080179
"GP1BA",0.363144574407388
"GP1BB",0.69501474282309
"GP2",0.975727691763452
"GP5",0.373227553660715
"GP6",0.986585005095283
"GPA33",1.52520271432303
"GPC1",0.333306263463404
"GPC5",0.631097042055269
"GPD1",0.595521242611621
"GPHA2",0.486893339278995
"GPI",0.49241714486142
"GPIHBP1",0.736608802693241
"GPKOW",0.326325967967579
"GPNMB",0.316704412395383
"GPR101",0.616110722798781
"GPR158",0.373016451212285
"GPR15L",0.678101919939252
"GPR37",0.748457404152108
"GPRC5C",0.581451250603977
"GRAP2",1.4283003093867
"GRHPR",0.669085263137293
"GRIK2",0.432110717229073
"GRIN2B",0.577540868053253
"GRK5",0.554818539053151
"GRN",0.275888997208681
"GRP",0.55586936092701
"GRPEL1",0.682784737565292
"GRSF1",0.828278459842065
"GSAP",0.950416090163079
"GSN",0.196625685622564
"GSR",0.23768271145804
"GSTA1",1.03191372141457
"GSTA3",0.900680798769347
"GSTM4",0.733740820349304
"GSTP1",0.728947557875913
"GSTT2B",2.47267166190867
"GTF2IRD1",0.732896427960094
"GTPBP2",0.831509612969807
"GUCA2A",0.377215858559574
"GUCY2C",0.855654030486044
"GUK1",0.411534574562935
"GUSB",0.757327753962573
"GYS1",1.01660338231534
"GZMA",0.396099538354841
"GZMB",0.71859885557869
"GZMH",0.822493484071015
"H2AP",0.516263444970799
"HADH",0.675924296783639
"HAGH",0.844304929283188
"HAO1",1.51776940816139
"HARS1",0.863390888922836
"HAVCR1",0.780936269237559
"HAVCR2",0.408027802771292
"HBEGF",0.830857131350409
"HBQ1",0.707222285024503
"HBZ",1.10336248399495
"HCG22",0.559528616933915
"HCLS1",0.626414010163958
"HDAC8",0.636845975515973
"HDAC9",0.658206411222247
"HDDC2",0.461242903118306
"HDGF",1.05424113064043
"HDGFL2",0.674082751005542
"HEBP1",0.597258380534472
"HEG1",0.295718265944533
"HEPACAM2",0.440516631897225
"HEPH",0.283991667151197
"HEXIM1",0.914130784981717
"HGF",0.439458497462815
"HGFAC",0.294503895052539
"HGS",0.861765627175009
"HHEX",0.809398511135957
"HIF1A",0.670372387840373
"HIP1",0.346506457192816
"HIP1R",0.474020610742905
"HJV",0.465192537327109
"HK2",0.295942061165483
"HLA-A",0.338542104430191
"HLA-DRA",0.395342663516202
"HLA-E",0.32818524219907
"HMBS",0.49675519265581
"HMCN2",0.59896687835161
"HMGCL",0.507643949333388
"HMGCS1",0.448022570150356
"HMMR",0.49126111614094
"HMOX1",0.545524973267048
"HMOX2",0.520489810467832
"HNF1A",0.737250221793195
"HNMT",0.562401537396692
"HNRNPK",0.829955028453802
"HNRNPUL1",0.523864461747224
"HPCAL1",0.825701308512918
"HPGDS",0.417330077348063
"HPSE",0.975069655203152
"HRAS",1.01067297357876
"HRC",0.360126523284173
"HRG",0.333305207788058
"HS1BP3",0.926532048402575
"HS3ST3B1",0.417295755883541
"HS6ST1",0.38782681162292
"HS6ST2",0.362085473780738
"HSBP1",0.979287184214794
"HSD11B1",0.464656536441524
"HSD17B14",0.649645218037742
"HSD17B3",0.494754122948884
"HSDL2",0.500198536269449
"HSP90B1",0.73478821714425
"HSPA1A",0.806019438496902
"HSPA2",0.359209620431879
"HSPB1",0.763066416772062
"HSPB6",0.498845929737216
"HSPG2",0.304467487689343
"HTR1A",0.782323978036321
"HTR1B",0.439506129484823
"HTRA2",0.688025739414787
"HYAL1",0.258602973864948
"HYOU1",0.248984398847858
"ICA1",0.875865689735815
"ICAM1",0.337403128651011
"ICAM2",0.355324481074705
"ICAM3",0.291948145990591
"ICAM4",0.593772719270411
"ICAM5",0.53235626183819
"ICOSLG",0.2125819660394
"ID4",0.453841748787497
"IDI2",0.535435822710877
"IDO1",0.673264153423484
"IDS",0.0985719033070305
"IDUA",0.518779257070198
"IFI30",0.442202499383836
"IFIT1",0.534368672683891
"IFIT3",0.392293043725356
"IFNAR1",0.26532559517168
"IFNG",1.27316614478449
"IFNGR1",0.231131356914133
"IFNGR2",0.591141174306033
"IFNL1",0.497300947735542
"IFNL2",0.638264463343787
"IFNLR1",0.42185297472717
"IFNW1",0.365892648003306
"IFT20",0.450731318691803
"IGBP1",0.642820717127924
"IGDCC3",0.501841486230413
"IGDCC4",0.291217836336236
"IGF1R",0.243582748467816
"IGF2BP3",0.475329324545749
"IGF2R",0.27030881856682
"IGFBP1",1.54504350946382
"IGFBP2",0.810316359437723
"IGFBP3",0.344962391112162
"IGFBP4",0.509209240243181
"IGFBP6",0.371414494494178
"IGFBP7",0.358364512642514
"IGFBPL1",0.402030408305725
"IGFL4",0.760073640697941
"IGHMBP2",0.58184700316005
"IGLC2",0.260435962851921
"IGLON5",0.945539744283387
"IGSF21",0.419869112690454
"IGSF3",0.421593051945313
"IGSF8",0.341776969873504
"IGSF9",0.982479313618786
"IKBKG",1.01849941910201
"IKZF2",1.00736799113993
"IL10",0.898054502790609
"IL10RA",0.645324333692353
"IL10RB",0.334422184355349
"IL11",0.694159941845266
"IL12A_IL12B",0.910101857929454
"IL12B",0.646350472419839
"IL12RB1",0.413510218086657
"IL12RB2",0.43004566093772
"IL13",0.531712018282168
"IL13RA1",0.255047585476255
"IL13RA2",0.293424262921807
"IL15",0.370353495215734
"IL15RA",0.391619419580764
"IL16",0.481693430014567
"IL17A",0.472398308150963
"IL17C",0.788682751237675
"IL17D",0.398642172806137
"IL17F",0.846067775011657
"IL17RA",0.497201368371911
"IL17RB",0.619692824434949
"IL18",0.539836412541153
"IL18BP",0.356947171256609
"IL18R1",0.397055930466929
"IL18RAP",1.92796535830134
"IL19",0.794463501984045
"IL1A",0.627280698818063
"IL1B",0.625433522038818
"IL1R1",0.254081814081096
"IL1R2",0.226090062860734
"IL1RAP",0.516892947387868
"IL1RL1",0.563324614691091
"IL1RL2",0.452499791535696
"IL1RN",0.691242004580587
"IL2",0.337217870903605
"IL20",0.546525814083682
"IL20RA",0.494439121733426
"IL20RB",0.431447236227978
"IL21R",0.563023444054046
"IL22",0.733058628799319
"IL22RA1",0.477382603175107
"IL24",0.527406509745562
"IL25",0.351132700269484
"IL2RA",0.462873248866688
"IL2RB",0.413516896357177
"IL2RG",0.387177199526518
"IL3",0.616030991304881
"IL31",0.577973094899468
"IL31RA",0.407940053507933
"IL32",0.496143553123335
"IL33",0.422170165003085
"IL34",0.387209238243386
"IL36A",0.586079669836448
"IL36G",0.699539603247663
"IL3RA",0.361879095966865
"IL4",0.985841003870174
"IL4R",0.405072724625097
"IL5",1.57549090402127
"IL5RA",0.639312671211227
"IL6",0.891419671967692
"IL6R",0.384424044487757
"IL6ST",0.195752793192396
"IL7",0.717335438347236
"IL7R",0.606140350803716
"IL9",0.572326214207351
"ILKAP",0.636929880323005
"IMMT",0.478256182895583
"IMPA1",0.673141011489859
"IMPACT",0.592218501645867
"IMPG1",0.306800054083645
"ING1",0.51022683831114
"INHBB",0.566473210787675
"INHBC",0.511067317079962
"INPP1",0.603380415614057
"INPP5D",0.608733147716773
"INPP5J",0.439112265141334
"INPPL1",1.09023231651378
"INSL3",1.50465722378471
"INSL4",0.526563667495547
"INSL5",1.0557166534025
"INSR",0.17339442850302
"IPCEF1",1.00626072272173
"IQGAP2",0.607963425773677
"IRAG2",0.967529006608057
"IRAK1",0.768211077492865
"IRAK4",1.15975781129464
"ISLR2",0.41699996550705
"ISM1",0.458921118459176
"ISM2",0.44999890661621
"IST1",1.02326230066197
"ITGA11",0.393180217894389
"ITGA2",0.363412036666932
"ITGA5",0.297458238248631
"ITGA6",0.590028981979235
"ITGAL",0.458109179273873
"ITGAM",0.362386730190936
"ITGAV",0.195027736664842
"ITGAX",0.543440525780685
"ITGB1",0.246542250441249
"ITGB1BP1",0.445220610951317
"ITGB1BP2",1.22915331755137
"ITGB2",0.332129755459586
"ITGB5",0.423292242227845
"ITGB6",0.356334758510807
"ITGB7",0.51618181728965
"ITGBL1",0.407171538086152
"ITIH1",0.195205771584012
"ITIH3",0.455175497255392
"ITIH4",0.283553067587191
"ITIH5",0.463250938392186
"ITM2A",0.657145896310879
"ITPA",0.696905164423797
"ITPR1",0.71262164442335
"ITPRIP",0.472334529330393
"IVD",0.538136256986006
"IZUMO1",0.490691015143228
"JAM2",0.296098007074203
"JAM3",0.514099172939577
"JCHAIN",0.682984278689816
"JMJD1C",0.576774157362345
"JPT2",0.904358369955874
"JUN",0.552391370343726
"KAZALD1",0.513297325659611
"KAZN",1.09701531279788
"KCNC4",0.569846086628877
"KCNH2",0.779929917820658
"KCNIP4",0.553552800593964
"KCTD5",0.475110343832801
"KDM3A",0.934426528355612
"KDR",0.289208785993141
"KEL",0.414458363412746
"KHDC3L",0.685403627148052
"KHK",0.680824225568972
"KIAA0319",0.329739535231853
"KIAA1549",0.717019054675048
"KIAA1549L",0.290748479179079
"KIAA2013",0.575444352659763
"KIF1C",0.369223717401952
"KIF20B",0.781829711613522
"KIF22",1.2651966539922
"KIFBP",0.920930527941203
"KIR2DL2",0.913132232331235
"KIR2DL3",0.867742647654893
"KIR2DS4",1.77663610012657
"KIR3DL1",1.35561233016689
"KIR3DL2",0.85863787563538
"KIRREL1",0.598716156297747
"KIRREL2",0.446650181648303
"KIT",0.345440820480345
"KITLG",0.422616792054025
"KLB",0.824302210177197
"KLF4",0.423301394634091
"KLHL41",0.527840695233937
"KLK1",1.42432745969335
"KLK10",0.445962429061851
"KLK11",0.339617138838686
"KLK12",1.53338722437331
"KLK13",0.509547836296843
"KLK14",0.533812323976187
"KLK15",0.534269197372773
"KLK3",1.59369124310148
"KLK4",0.746988981666351
"KLK6",0.343511602470017
"KLK7",0.410614155013767
"KLK8",0.407370521891514
"KLKB1",0.268916193727646
"KLRB1",0.434465148538399
"KLRC1",0.621370482783835
"KLRD1",0.543971150254536
"KLRF1",0.465379932345351
"KLRK1",0.479900238649275
"KRT14",0.310104639917831
"KRT17",0.394144949099149
"KRT18",0.99982519118085
"KRT19",0.760870500109781
"KRT5",0.572092508677672
"KRT6C",0.397052002282364
"KRT8",0.74169504305775
"KYAT1",0.62477329740091
"KYNU",0.53621842871087
"L1CAM",0.333435945011537
"L3HYPDH",0.931256936363778
"LACRT",0.51732153208519
"LACTB2",0.727709900855032
"LAG3",0.468568389111141
"LAIR1",0.463416428488371
"LAIR2",1.17714648879647
"LAMA1",0.546126829333181
"LAMA4",0.378071790887755
"LAMB1",0.31492290813059
"LAMP1",0.288748283064327
"LAMP2",0.224823848884976
"LAMP3",0.666553625753679
"LAMTOR5",0.425106605054169
"LAP3",0.537927066692669
"LARP1",0.658695702531763
"LAT",0.858442147976813
"LAT2",1.40511042790107
"LATS1",0.872593335092472
"LAYN",0.39436362046807
"LBP",0.660001402833196
"LBR",0.782933006230869
"LCAT",0.242649865235086
"LCN15",0.644530831282408
"LCN2",0.428839764978816
"LCP1",0.502954810593844
"LDLR",0.627715118552914
"LDLRAP1",1.01889172440019
"LECT2",0.786623479763929
"LEFTY2",0.623174405608955
"LEG1",0.715659123173239
"LELP1",0.74669788054861
"LEO1",0.316364526210132
"LEP",1.29948166797588
"LEPR",0.362104106114591
"LETM1",0.552187829314726
"LGALS1",0.395537957233844
"LGALS3",0.348519194238232
"LGALS3BP",0.33245639793402
"LGALS4",0.637481477520907
"LGALS7_LGALS7B",0.487199827390528
"LGALS8",0.686025349701305
"LGALS9",0.398958616720162
"LGMN",0.410099049477704
"LHB",1.000975572761
"LHPP",0.681124311737614
"LIF",0.563746052819467
"LIFR",0.269783730846879
"LILRA2",0.426209105266615
"LILRA3",1.44786398341016
"LILRA4",0.520481746798944
"LILRA5",0.381861480605015
"LILRA6",0.768397134473309
"LILRB1",0.319067172762682
"LILRB2",0.397348413687805
"LILRB4",0.511357401270762
"LILRB5",0.789962303830819
"LIPF",0.640708845245454
"LMNB1",0.645179762639486
"LMNB2",0.312894417104427
"LMOD1",0.39297444891214
"LMOD2",0.640887530029448
"LONP1",0.898794036785456
"LPA",1.84231715981779
"LPCAT2",0.471947832990414
"LPL",0.607686195720608
"LPO",0.688269984080147
"LPP",0.681674095684465
"LRCH4",0.72170720527704
"LRFN2",0.489459267634998
"LRG1",0.284896587510897
"LRIG1",0.397506446022408
"LRIG3",0.289574147826823
"LRP1",0.308187470283169
"LRP11",0.407863169758437
"LRP2",0.374726193423483
"LRP2BP",0.84439885932978
"LRPAP1",0.645821312571287
"LRRC25",0.447840666227502
"LRRC37A2",0.443647069341318
"LRRC38",0.506101202815205
"LRRC59",0.496537836499854
"LRRFIP1",0.514650864462719
"LRRN1",0.447188842420943
"LRTM1",0.425878985899555
"LRTM2",0.291142537788785
"LSM1",0.608225645388024
"LSM8",0.898202466591129
"LSP1",0.463076636312542
"LTA",0.456363043316969
"LTA4H",0.67840024155444
"LTB",0.361040624970297
"LTBP2",0.420912123631395
"LTBP3",0.617302282550151
"LTBR",0.316923656550595
"LTO1",0.451346572313066
"LUZP2",0.467521751965489
"LXN",0.716475607733912
"LY6D",0.421095234412722
"LY75",0.438930249805872
"LY9",0.328174826551103
"LY96",0.407813443961995
"LYAR",0.593430126540054
"LYN",0.954510927874645
"LYPD1",0.696664760795725
"LYPD3",0.3854297231423
"LYPD8",0.571372029205591
"LYPLA2",1.09855272991275
"LYSMD3",1.05331287769941
"LYVE1",0.206655930264661
"LYZL2",0.398955343243534
"LZTFL1",0.729580907784959
"M6PR",0.411109000673467
"MAD1L1",0.574453843049577
"MAEA",0.427891896474972
"MAG",0.482154978897221
"MAGEA3",0.871053691197576
"MAGED1",0.522758349370218
"MAMDC2",0.371443713661332
"MAMDC4",0.588352741897233
"MAN1A2",0.277255149960436
"MAN2B2",0.632383443305484
"MANEAL",0.517673076407114
"MANF",1.34173915671491
"MANSC1",0.304944041644267
"MANSC4",0.689119478107285
"MAP1LC3A",0.323981425177685
"MAP1LC3B2",0.672426320093191
"MAP2",0.482493035660401
"MAP2K1",0.669452047750327
"MAP2K6",1.12006391259206
"MAP3K5",1.09604186042013
"MAP4K5",1.24841769711645
"MAPK13",0.449757686374271
"MAPK9",0.476834121533195
"MAPKAPK2",0.760684845254432
"MAPRE3",1.48900457544497
"MAPT",0.570476185250048
"MARCO",0.303260461345191
"MARS1",0.878826514724382
"MASP1",0.264541680591348
"MATN2",0.342189593724035
"MATN3",0.365571892725162
"MAVS",1.02565489618619
"MAX",1.16602627704134
"MB",0.676438415829215
"MBL2",1.125471846895
"MCAM",0.388789780958547
"MCEE",0.440496404973157
"MCEMP1",0.931767921571363
"MCFD2",0.487802949285774
"MCTS1",0.271126339014789
"MDGA1",0.804477481618296
"MDH1",0.422588591954395
"MDK",0.58177110582893
"MDM1",0.319046983750042
"MECR",0.944127449856832
"MED18",0.845947289291594
"MED21",0.510233721825881
"MEGF10",0.447417030792988
"MEGF11",0.335811542634519
"MEGF9",0.232593828752646
"MELTF",0.310807094322976
"MENT",0.249250215111069
"MEP1A",0.772894419399757
"MEP1B",1.32828319588411
"MEPE",0.29936311401918
"MERTK",0.297617217325867
"MESD",1.36299588080094
"MET",0.23063074947454
"METAP1",0.325102736524008
"METAP1D",0.915874065304329
"METAP2",0.646501373568063
"MFAP3",0.538965276626199
"MFAP3L",0.672336839451936
"MFAP4",0.343534036496217
"MFAP5",0.491279790216911
"MFGE8",0.501677962176204
"MGLL",0.971977994501649
"MGMT",1.3550701090781
"MIA",0.415654609967007
"MICALL2",0.716698391796524
"MICB_MICA",1.68392050062832
"MIF",0.762962351271214
"MILR1",0.571140730158969
"MINDY1",1.12778158162971
"MINK1",0.965352142508964
"MITD1",1.08541733768077
"MKI67",0.406919376404717
"MLLT1",0.70489590335453
"MLN",1.07359797233873
"MME",0.938279034835699
"MMP1",1.02025385843557
"MMP10",0.666415590466425
"MMP12",0.657398975563296
"MMP13",0.353400565533528
"MMP15",0.513137112932159
"MMP3",0.694989441573209
"MMP7",0.525538851082654
"MMP8",0.847534727616939
"MMP9",0.707797884633751
"MMUT",0.505699427966026
"MN1",0.597253593551911
"MNAT1",0.454969460508799
"MNDA",1.1212936087295
"MOCS2",0.69155192128013
"MOG",0.39062538901662
"MORC3",0.289971812346184
"MORF4L1",0.415417652631332
"MORF4L2",0.382584381391761
"MORN4",0.805333985784755
"MPHOSPH8",0.811061843976387
"MPI",0.963597226158059
"MPIG6B",0.850869385542262
"MPO",0.531224120351987
"MPRIP",0.457211988449671
"MRC1",0.319900614854309
"MRI1",0.702044291973533
"MRPL24",0.397739566355813
"MRPL28",0.383244028959448
"MRPL46",0.299967107560418
"MRPL52",0.261523857382812
"MRPL58",0.743690463769719
"MRPS16",0.300924986485839
"MSLN",0.690737303003948
"MSLNL",0.383194321981422
"MSMB",0.85267840144514
"MSR1",0.562607153360478
"MSRA",0.812662265762739
"MST1",0.666515724570618
"MSTN",0.645365198534442
"MTDH",0.951636292537141
"MTHFD2",0.268855971601817
"MTHFSD",1.1677125008898
"MTIF3",0.908005301467868
"MTPN",0.357873766318568
"MTR",0.666453933586748
"MTSS1",1.1712804007476
"MTSS2",1.03607905220569
"MTUS1",0.589419305238303
"MUC13",0.568852866157694
"MUC16",2.07866563798779
"MUC2",0.955026316151451
"MUCL3",0.448108646314006
"MVK",0.906469683910433
"MXRA8",0.352746264356011
"MYBPC1",0.785018230869608
"MYBPC2",0.896185181052201
"MYCBP2",0.69835473541411
"MYDGF",1.04639645844672
"MYH4",0.472033639365229
"MYH7B",0.447503817769184
"MYH9",1.18527388035148
"MYL1",0.420946314175922
"MYL3",0.805294874040768
"MYL4",0.559686475960933
"MYL6B",0.944312059357764
"MYLPF",0.518644876364764
"MYO6",0.382647497332493
"MYO9B",0.730178049603894
"MYOC",0.527994923285398
"MYOM1",0.484237468444845
"MYOM2",0.527319769060473
"MYOM3",1.02547774405312
"MZB1",0.596974702694038
"MZT1",0.568606269021574
"NAA10",0.521037959810251
"NAA80",1.24662995586477
"NAAA",0.664608303658943
"NACC1",0.582145299228097
"NADK",0.623073360555819
"NAGA",0.602312676783091
"NAGK",0.597085407546237
"NAGPA",0.226415932546398
"NAMPT",0.600587793676933
"NAP1L4",0.43179686017704
"NAPRT",0.348937062893676
"NARS1",0.490805199194669
"NBL1",0.299100419600664
"NBN",0.569859524451075
"NCAM1",0.360130987392516
"NCAM2",0.314538408146617
"NCAN",0.476455461764146
"NCF2",0.96608574193054
"NCK2",1.18405474863526
"NCLN",0.583870574899934
"NCR1",0.418582594552042
"NCR3LG1",0.370946142809988
"NCS1",0.349764030915558
"NDRG1",0.759720199607996
"NDST1",0.645531681426607
"NDUFA5",0.36167904819053
"NDUFB7",0.924683647637929
"NDUFS6",0.870336114391167
"NEB",0.390344844363963
"NECAP2",0.684001298067673
"NECTIN1",0.33403965725814
"NECTIN2",0.327825383347932
"NECTIN4",0.342968878681749
"NEDD4L",0.502527901159435
"NEDD9",0.348949287047667
"NEFL",0.556896949248254
"NEK7",0.766750648035077
"NELL1",0.468383849977282
"NELL2",0.333001423350195
"NENF",1.15653934666418
"NEO1",0.232060488887803
"NEXN",0.720186739871673
"NFASC",0.337909256702485
"NFAT5",0.893967529013016
"NFATC1",1.08771388221199
"NFATC3",0.671281677692257
"NFE2",0.77416562347307
"NFIC",0.446437043596516
"NFKB1",0.764547589931959
"NFKB2",0.579374329554778
"NFKBIE",0.544670124463256
"NFU1",1.06470888125196
"NFX1",0.705129885957889
"NFYA",0.401949252301014
"NGF",0.132936041045396
"NGFR",0.303085721860861
"NGRN",0.231999227107994
"NHLRC3",0.347002279216398
"NID1",0.436681661905436
"NID2",0.835770307404264
"NINJ1",0.613878483153024
"NIT1",0.490587839008902
"NIT2",0.777176707391609
"NLGN1",0.696085305363292
"NLGN2",0.484254814402049
"NME1",0.21876073802178
"NME3",0.259117084187376
"NMI",0.747735294845758
"NMNAT1",0.848594570041505
"NMRK2",0.420590114334676
"NMT1",0.685586841831194
"NOMO1",0.277959248864997
"NOP56",1.13333988852578
"NOS1",0.62595048011933
"NOS2",0.408107397398602
"NOS3",0.608998543213172
"NOTCH1",0.178377521643015
"NOTCH2",0.234770302160926
"NOTCH3",0.412341011600857
"NPC2",0.361493289927968
"NPDC1",0.355409732289339
"NPHS1",0.348634797223628
"NPHS2",1.05999282493598
"NPL",0.531175761659001
"NPPB",1.50038368957158
"NPPC",0.60343135943645
"NPR1",0.417894155196592
"NPTN",0.89689197177878
"NPTX1",0.469365910766182
"NPTX2",0.407586939588306
"NPTXR",0.392999556201558
"NPY",0.752896163597636
"NRCAM",0.315952512604839
"NRGN",0.942824115337902
"NRN1",0.370211929525799
"NRP1",0.313067853869842
"NRP2",0.333243264299303
"NRTN",0.550126632883242
"NRXN3",0.361559441779287
"NSFL1C",0.754250437401095
"NT5C",0.767581823847769
"NT5C1A",0.36316948325401
"NT5C3A",0.972142888169212
"NT5E",0.633724676038601
"NTF3",0.399608407407546
"NTF4",0.426884699533547
"NTproBNP",1.24493103289361
"NTRK2",0.288010287855235
"NTRK3",0.260387725949412
"NUB1",0.930452089620452
