"protein","sd"
"NOS1",0.63922647234963
"NOS3",0.611679931254106
"NOTCH1",0.180028127201178
"NOTCH3",0.411849233350294
"NPDC1",0.371680667625472
"NPPB",1.53078555990866
"NPPC",0.610898060372071
"NPTN",0.899393407165946
"NPTX1",0.47107416529784
"NPTXR",0.39479481454661
"NPY",0.761611285616016
"NRCAM",0.321025669746109
"NRP1",0.31532451976998
"NRP2",0.33521034295608
"NRTN",0.556611164871528
"NSFL1C",0.759440355782976
"NT5C3A",0.978091667629756
"NT5E",0.634102973996303
"NTF3",0.398942946085841
"NTF4",0.429317518917273
"NTproBNP",1.25355270739049
"NTRK2",0.295351164951984
"NTRK3",0.262760331524978
"NUB1",0.929531860405251
"NUCB2",0.429172972290013
"NUDC",0.716151433156039
"NUDT2",0.636236320802437
"NUDT5",0.580908997468655
"NXPH1",0.427136549460076
"OBP2B",0.857575271552051
"ODAM",0.610221818701453
"OGFR",0.380144482087988
"OGN",0.513043973654401
"OLR1",0.667465452335291
"OMD",0.514279247300887
"OMG",0.765854777575994
"OPTC",0.533418279154389
"OSCAR",0.38702977082042
"OSM",0.835089639969766
"OSMR",0.235527540311727
"OXT",1.70235017758024
"P4HB",0.4432652294367
"PADI2",0.637091641478221
"PADI4",0.837371020671075
"PAEP",1.59705377847292
"PAG1",0.626831511750589
"PAK4",0.680138931603793
"PAM",0.318735296931871
"PAMR1",0.334155837770855
"PAPPA",0.545550384352314
"PARK7",0.597861119199013
"PARP1",0.616506764127391
"PBLD",0.583587550666226
"PCDH1",0.241853236362027
"PCDH17",0.407523071783214
"PCSK9",0.46076729843298
"PDCD1",0.480869641480583
"PDCD1LG2",0.353934383579357
"PDCD5",0.670957330155255
"PDCD6",0.781579991672021
"PDGFA",0.813236706780324
"PDGFB",0.9706851861964
"PDGFC",0.321985810944515
"PDGFRA",0.324167265249899
"PDGFRB",0.393287079417685
"PDLIM7",1.42830405444112
"PDP1",0.562711489602454
"PEAR1",0.253178481628524
"PEBP1",0.668689349187743
"PECAM1",0.342023177488799
"PFDN2",0.61040350635692
"PFKFB2",0.868803777419116
"PGF",0.328578082547749
"PGLYRP1",0.489121810360089
"PHOSPHO1",0.353253343813757
"PI3",0.648613720511007
"PIGR",0.440803012244071
"PIK3AP1",0.695524282984991
"PIK3IP1",0.328565045016796
"PILRA",0.491947328180716
"PILRB",0.657944804538413
"PKLR",0.751673160647651
"PLA2G10",0.693159428311145
"PLA2G15",0.306901166834112
"PLA2G1B",0.500163642912501
"PLA2G2A",0.655550883967254
"PLA2G4A",0.983587311458699
"PLA2G7",0.374676998740532
"PLAT",0.653156954362664
"PLAU",0.335759061092017
"PLAUR",0.341369884079698
"PLIN1",0.417072502277992
"PLIN3",0.474880997393149
"PLPBP",0.753601984504835
"PLTP",0.427066378333656
"PLXDC1",0.377951101980055
"PLXNA4",0.913553096306208
"PLXNB2",0.278306167357737
"PLXNB3",0.524000653095703
"PM20D1",2.09982954767976
"PMVK",1.22602671682022
"PNLIPRP2",3.29671067011765
"PNPT1",1.32825622139131
"PODXL",0.170182693091295
"PODXL2",0.317310258553614
"POLR2F",0.403225884701642
"PON2",0.393552159049055
"PON3",0.365153273025616
"PPCDC",0.541930299029217
"PPIB",1.06284103255181
"PPM1A",0.349577133006556
"PPME1",0.693684851894073
"PPP1R12A",1.08086965341585
"PPP1R2",0.883880013750599
"PPP1R9B",1.08233453107299
"PPP3R1",0.470564902921016
"PPY",1.18594487169022
"PQBP1",0.631273792538672
"PRCP",0.381073963891107
"PRDX1",1.00062092300347
"PRDX3",0.800783567626305
"PRDX5",0.765711473240341
"PRDX6",0.69393032858581
"PREB",0.327932603301382
"PRELP",0.271024749634423
"PRKAB1",0.6037181858342
"PRKAR1A",0.932245330399585
"PRKCQ",0.482030385662343
"PRKRA",0.759171768072231
"PRL",0.864408952895026
"PROC",0.292313912636842
"PROK1",0.937005049800092
"PRSS2",0.601899140678537
"PRSS27",0.4508956212447
"PRSS8",0.531586418445828
"PRTFDC1",1.24289053133322
"PRTG",0.282302458691185
"PRTN3",0.524594345106648
"PSG1",1.30034878564675
"PSIP1",0.711453164531719
"PSMA1",0.509169085342806
"PSMD9",0.639723805926098
"PSME1",0.429765718873827
"PSME2",0.424450062942638
"PSMG3",0.595430576575498
"PSPN",1.51781227549621
"PSRC1",0.661446764963092
"PTEN",0.334437479614926
"PTGDS",0.355167478722771
"PTH1R",0.424462238700936
"PTK7",0.420994503232402
"PTN",0.59012147188165
"PTPN1",0.889775790745472
"PTPN6",1.00131418738274
"PTPRF",0.33719535851019
"PTPRM",0.279518213535446
"PTPRN2",0.373011306112327
"PTPRS",0.277979543053438
"PTS",0.647719641406888
"PTX3",0.560140384078115
"PVALB",1.27351845652791
"PVR",0.418446637906437
"PXN",0.597221786272198
"QDPR",0.483693151376109
"QPCT",0.310799144294402
"RAB37",0.921409566290304
"RAB6A",0.535698832352089
"RAB6B",0.528106106696328
"RABEPK",0.656014459005721
"RABGAP1L",0.673911541751323
"RAD23B",0.516852640925537
"RANGAP1",0.541549813761641
"RARRES1",0.370286820274923
"RARRES2",0.590802489047913
"RASA1",0.365608838012817
"RASSF2",0.652241125534904
"RBKS",0.592976316770006
"RBP2",0.887775961301893
"RBP5",0.698916846377987
"RCOR1",0.486577563748988
"REG1A",0.562453690796959
"REG1B",0.648409539714628
"REG3A",0.726718194049893
"REG4",0.58051966451611
"RELT",0.357238407400428
"REN",0.900179428664905
"RET",0.465209153535548
"RETN",0.47665062972877
"RGMA",0.359606358943494
"RGMB",0.307623605893161
"RGS8",0.725929323472228
"RHOC",1.30784616773308
"RILP",0.689646944725502
"RNASE3",1.24190099170058
"RNASET2",0.307408181186784
"RNF41",0.756338957676557
"ROBO1",0.277229262864331
"ROBO2",0.274281225854183
"ROR1",0.366031412277414
"RP2",0.473768576183929
"RRM2",0.568370378069747
"RRM2B",0.752973132754175
"RSPO1",0.403006597578709
"RSPO3",0.340220010189235
"RTBDN",0.34009287291086
"RTN4R",0.421755240171454
"RUVBL1",1.1388359560125
"RWDD1",0.719702601243086
"S100A11",0.524678583371996
"S100A12",0.855059139031928
"S100A16",0.683918232545272
"S100A4",0.643967273902405
"S100P",0.620714375501592
"SAMD9L",0.813611508457352
"SCAMP3",0.966087167412439
"SCARA5",0.365915517889667
"SCARB1",0.630361892765001
"SCARB2",0.380775894754122
"SCARF1",0.474783967306227
"SCARF2",0.369765050317984
"SCG2",0.372261043751707
"SCG3",0.388950283027705
"SCGB1A1",0.654122868197396
"SCGB3A2",0.98878502765705
"SCGN",0.49874505647554
"SCLY",0.578813813905856
"SCP2",0.855143622029073
"SCRN1",0.622925465396242
"SDC1",0.456900464776224
"SDC4",0.520119816845136
"SELE",0.604557086124257
"SELP",0.639039665166907
"SELPLG",0.324248308884457
"SEMA3F",0.319679781961814
"SEMA4C",0.314533710397398
"SEMA4D",0.337316027497553
"SEMA7A",0.31520855595266
"SEPTIN9",0.321795571249667
"SERPINA11",0.515728172883933
"SERPINA12",1.29896129462858
"SERPINA9",0.81873754234457
"SERPINB1",1.01328051646519
"SERPINB5",0.538745075334891
"SERPINB6",0.669958248404612
"SERPINB8",0.659568562276854
"SERPINB9",0.36984975499594
"SERPINE1",0.77123839773653
"SESTD1",0.71644506405372
"SETMAR",0.360894979202631
"SEZ6L",0.329743544897471
"SEZ6L2",0.293062335750864
"SF3B4",0.833574167955695
"SFRP1",0.520488141518147
"SFTPA1",0.638058017303211
"SFTPA2",0.596137864461212
"SFTPD",0.774323640258313
"SH2B3",1.09673854958177
"SH2D1A",0.623014264893931
"SHMT1",0.969198420016691
"SIAE",0.531700205663227
"SIGLEC1",0.50085410211692
"SIGLEC10",0.389490438541156
"SIGLEC15",0.865513805537098
"SIGLEC5",1.33799435261021
"SIGLEC6",0.376953575361437
"SIGLEC7",0.334566127526125
"SIGLEC9",0.342659556630869
"SIRPA",0.642814706631764
"SIRPB1",0.529592207500954
"SIRT2",0.993722574465615
"SIRT5",0.602806521105148
"SIT1",0.643515170195114
"SKAP1",0.840517921806756
"SKAP2",1.17924888183994
"SLAMF1",0.667877740127708
"SLAMF6",0.424625842316995
"SLAMF7",0.662852599169159
"SLAMF8",0.605577728172182
"SLC16A1",0.645109758068248
"SLC27A4",0.748789874280046
"SLC39A14",0.372695060338534
"SLC39A5",0.640834923330702
"SLIT2",0.577071188118342
"SLITRK2",0.467345499810068
"SLITRK6",0.385525602544576
"SMAD1",0.927288447544875
"SMAD5",0.237226452062276
"SMARCA2",0.799948670424724
"SMOC1",0.407562619281013
"SMOC2",0.471258957653017
"SMPD1",0.565244776484464
"SMPDL3A",0.735638591505183
"SNAP23",0.977286233877307
"SNAP29",1.02545328563307
"SNCG",0.822885658889475
"SNX9",0.761956149783148
"SOD1",0.547250289600038
"SOD2",0.434983287971214
"SORCS2",0.416651254010567
"SORD",0.799488844149702
"SORT1",0.421440242359954
"SOST",0.474448088110278
"SPARC",0.798312795883538
"SPARCL1",0.313289653184283
"SPINK1",0.487678139357318
"SPINK4",0.750086758229554
"SPINK5",0.38492407543984
"SPINK6",0.647463760102501
"SPINT1",0.290641907940536
"SPINT2",0.465218833949899
"SPOCK1",0.294098760004126
"SPON1",0.38943613096433
"SPON2",0.403629142563723
"SPP1",0.537182064915322
"SPRY2",1.02738985411147
"SRC",1.35695968317688
"SRP14",0.700653032086195
"SRPK2",0.937433503597518
"SSB",0.643787868555942
"SSC4D",1.48708303753257
"SSC5D",0.507509839919488
"ST3GAL1",0.490073487508408
"ST6GAL1",0.341845812860141
"STAMBP",0.722751986107373
"STAT5B",1.53789518082787
"STC1",0.52263634313609
"STC2",0.302477131877762
"STIP1",0.745702264796122
"STK11",0.80728021328283
"STK24",0.687725915073073
"STK4",0.964292255089221
"STX16",0.644897027577083
"STX4",0.689289559534497
"STX6",0.752476724580133
"STX8",0.54949321094564
"STXBP3",0.484382601136045
"SUGT1",0.894264145525424
"SULT1A1",1.4532157521521
"SULT2A1",0.651342414904926
"SUMF2",0.601835059241949
"SUSD1",0.538382871564047
"SUSD2",0.344719380267082
"TACC3",1.31138475272404
"TAFA5",0.416323041645761
"TANK",0.779194860864532
"TARBP2",0.889808452152176
"TBC1D17",0.509414318139061
"TBC1D23",1.0202891925328
"TBC1D5",0.900612794752068
"TBCB",1.12344671300871
"TBCC",0.908233804758591
"TBL1X",0.947864936753725
"TCL1A",1.13205430051972
"TCL1B",0.882034217901303
"TCN2",0.34660400206977
"TDGF1",1.60729909698165
"TDRKH",0.950684786692728
"TEK",0.244229815831497
"TFF1",0.928559415935206
"TFF2",0.694876763720443
"TFF3",0.521952926932731
"TFPI",0.36344153414729
"TFPI2",0.455725753797066
"TFRC",0.449219690693926
"TGFA",0.538511081301844
"TGFB1",0.441190444896989
"TGFBI",0.307485874074106
"TGFBR2",0.394754411973012
"TGFBR3",0.361171810688976
"TGM2",0.862319731201517
"THBD",0.329798137376501
"THBS2",0.42559022531207
"THBS4",0.538265118125608
"THOP1",0.365841302432834
"THPO",0.43185888373391
"THY1",0.341509324431667
"TIE1",0.468870039389069
"TIGAR",0.525358934839398
"TIMD4",0.503402160133917
"TIMP1",0.331409603621679
"TIMP3",1.488881565621
"TIMP4",0.476642911224174
"TINAGL1",0.258543757754811
"TJAP1",0.946364624231219
"TLR3",0.695402786307929
"TMPRSS15",1.03219414790774
"TMPRSS5",0.441586868700222
"TMSB10",0.870504169700005
"TNC",0.539741895410871
"TNF",0.433553669173136
"TNFAIP8",0.403628469602296
"TNFRSF10A",0.396701230199215
"TNFRSF10B",0.486742680113759
"TNFRSF10C",0.557877989445644
"TNFRSF11A",0.463321720010032
"TNFRSF11B",0.362905578326444
"TNFRSF12A",0.431985717261287
"TNFRSF13B",0.387201771166565
"TNFRSF13C",0.477663286609671
"TNFRSF14",0.352324803818437
"TNFRSF19",0.375459379738097
"TNFRSF1A",0.363991918654779
"TNFRSF1B",0.427801511892637
"TNFRSF21",0.315759425602617
"TNFRSF4",0.442774007163938
"TNFRSF6B",0.658324963667722
"TNFRSF8",0.511071262094479
"TNFRSF9",0.479614930633583
"TNFSF10",0.295537950534257
"TNFSF11",0.702644802614239
"TNFSF12",0.32746557657622
"TNFSF13",0.318262189966872
"TNFSF13B",0.328915679302908
"TNFSF14",0.655768417659366
"TNNI3",0.940156653864306
"TNR",0.497990916371519
"TNXB",0.294503261767043
"TP53",0.481730606136873
"TP53INP1",0.350818948807782
"TPMT",0.813474486734632
"TPP1",0.525702766801956
"TPPP3",0.43789881121011
"TPSAB1",0.5929286636569
"TPT1",0.725073207468525
"TRAF2",0.800822612573519
"TREM2",0.644904376121448
"TREML2",0.386769412672325
"TRIAP1",0.714659522463479
"TRIM21",0.867767916963189
"TRIM5",0.965174019719467
"TSHB",0.867143541610144
"TSLP",0.667237378890893
"TSPAN1",0.682452148234623
"TST",0.83552295335797
"TXLNA",1.00432861029113
"TXNDC15",0.304168133625984
"TXNDC5",0.771087657993201
"TXNRD1",0.52683267671479
"TYMP",0.737353113276428
"TYRO3",0.319290766219316
"UBAC1",0.398577807165183
"ULBP2",0.444733834103472
"UMOD",0.636315458379418
"USO1",1.0137530429996
"USP8",1.05408346472229
"UXS1",0.588883455896131
"VAMP5",0.59960662717622
"VASH1",0.911688240250483
"VASN",0.308125578353063
"VAT1",0.223642806579483
"VCAM1",0.310872871876804
"VCAN",0.348079209706558
"VEGFA",0.664771982281482
"VEGFC",0.630090261587159
"VEGFD",0.423839042138952
"VIM",1.28409768044839
"VMO1",0.770634072474923
"VNN2",0.529189504101374
"VPS37A",0.903336784555436
"VPS53",0.873272903990486
"VSIG4",0.501778146007131
"VSIR",0.68474429916923
"VSTM1",0.548731315630328
"VSTM2L",0.6410187720018
"VTA1",0.803081197243619
"VTCN1",0.358243593590588
"VWA1",0.494569832429852
"VWC2",0.469136633792905
"VWF",0.84057675660763
"WARS",0.429217502291332
"WAS",0.745115952907649
"WASF1",1.03991043740184
"WASF3",0.934319101022549
"WFDC12",0.80184919386902
"WFDC2",0.497114799068543
"WFIKKN1",0.490435472480544
"WFIKKN2",0.407521271076382
"WIF1",0.398444128624839
"WNT9A",0.354194512302399
"WWP2",0.611208736078658
"XCL1",0.628764130457768
"XG",0.473501575058689
"XPNPEP2",1.11814491597599
"XRCC4",0.412145385642602
"YES1",1.28665316513359
"YTHDF3",0.94091225933055
"ZBTB16",0.80768276065527
"ZBTB17",0.445954684362644
