"protein","sd"
"CNTN3",0.408920222190936
"CNTN4",0.274848885963807
"CNTN5",0.449662299694573
"CNTNAP2",0.477041973153642
"COL18A1",0.283571615523051
"COL1A1",0.283556540445257
"COL4A1",0.458355951951358
"COL6A3",0.431734988186001
"COL9A1",0.530150965250403
"COLEC12",0.334578457827715
"COMP",0.397996428507603
"COPE",0.519286423933412
"CORO1A",0.993935042985111
"COX5B",0.781430127089649
"CPA1",0.683722285641759
"CPA2",0.738837992318452
"CPB1",0.66846827008713
"CPE",0.436894561069442
"CPM",0.441264380243792
"CPPED1",0.768249633074696
"CPVL",0.458803841926292
"CPXM1",0.776504998720061
"CR2",0.530862386319691
"CRACR2A",0.970478881325164
"CRADD",0.846720807359232
"CREG1",0.438448579313224
"CRELD2",0.588431445532499
"CRH",0.980878014646797
"CRHBP",0.333683644491516
"CRHR1",0.681863537738389
"CRIM1",0.236456644196499
"CRIP2",0.443755395640224
"CRISP2",0.755068973588447
"CRKL",1.19417167708426
"CRLF1",0.303851486027957
"CRNN",0.777246092483011
"CRTAC1",0.359114503280736
"CRTAM",0.575495190445348
"CRX",1.18947989808183
"CSF1",0.318610858449081
"CSF2RA",0.686912014494842
"CSF3",0.559420585458303
"CST3",0.356974769052257
"CST5",0.640067132348734
"CST6",0.561553505630178
"CST7",1.05857075641641
"CSTB",0.498437841440398
"CTF1",0.930024939992353
"CTRB1",0.621285379730261
"CTRC",0.721076023007393
"CTSB",0.609012262653743
"CTSC",0.496915919824483
"CTSD",0.472614485720363
"CTSF",0.464268472160398
"CTSH",0.839693764251243
"CTSL",0.281909252240368
"CTSO",0.356162734469459
"CTSV",0.497713321410674
"CTSZ",0.371472820339448
"CX3CL1",0.379299294907215
"CXADR",0.575806054017588
"CXCL1",1.07182965454327
"CXCL10",0.787940601328204
"CXCL11",0.902773218728835
"CXCL12",0.448898344649569
"CXCL13",0.69573307538088
"CXCL14",0.721053814921341
"CXCL16",0.276893121663869
"CXCL17",0.617309951890829
"CXCL3",1.05747916191544
"CXCL5",1.3141304502468
"CXCL6",0.864027130978435
"CXCL8",0.778811168120276
"CXCL9",0.799212969309409
"DAB2",1.26014287021719
"DAG1",0.538350035677053
"DAPP1",1.35187577920492
"DARS1",0.816832452706996
"DBI",0.885773276141925
"DBNL",1.0424967927949
"DCBLD2",0.407175569931031
"DCN",0.26926752893718
"DCTN1",0.742359317629637
"DCTN2",1.05641338796598
"DCTN6",0.794829448903036
"DCTPP1",0.360797187364639
"DCXR",0.653996536610406
"DDAH1",0.511039055768965
"DDC",0.551086326737796
"DDR1",0.263362372705268
"DDX58",0.649221986520924
"DECR1",1.0734451999363
"DEFA1_DEFA1B",0.586405734261797
"DFFA",0.751676042222904
"DGKZ",0.387130656130379
"DIABLO",1.22334770489972
"DKK1",0.673494231498752
"DKK3",0.350700433646008
"DKK4",0.527794797510275
"DKKL1",0.98802471068091
"DLK1",0.653258825312316
"DLL1",0.346525520739683
"DNAJA2",0.928440476798042
"DNAJB1",0.992751927689999
"DNAJB8",0.62999662759046
"DNER",0.303516188527797
"DNMBP",0.707094289170459
"DNPH1",0.592664253542795
"DOK2",1.36772233716016
"DPEP1",0.556920329142036
"DPEP2",0.327432870156378
"DPP10",0.407131817194775
"DPP4",0.332641657178967
"DPP6",0.401457790876933
"DPP7",0.671663019899542
"DPT",0.341752285721875
"DPY30",0.703667808269858
"DRAXIN",0.491958762208924
"DRG2",0.635685913993565
"DSC2",0.397909324653058
"DSG2",0.315292992634164
"DSG3",0.40627649004487
"DSG4",0.577550133306658
"DTX3",0.293433338967098
"DUOX2",0.801209296999545
"DUSP3",0.952536981987892
"EBAG9",1.06276482410664
"EBI3_IL27",0.35695083857654
"ECE1",0.393237550138247
"EDA2R",0.531375540481406
"EDAR",1.02584092368728
"EDIL3",0.420617806308659
"EFEMP1",0.39162431970747
"EFNA1",0.325671314491202
"EFNA4",0.35602802506397
"EGF",1.15683045514821
"EGFL7",0.460955663205881
"EGFR",0.188714938801004
"EGLN1",0.616059616114677
"EIF4B",0.646836072002792
"EIF4EBP1",0.739618949499803
"EIF4G1",1.13121083198377
"EIF5A",0.332256472534699
"ELOA",0.626819998521814
"ENAH",0.538353767579309
"ENG",0.195353441243542
"ENO1",0.882392934115277
"ENO2",0.738840295830109
"ENPP2",0.374467140713245
"ENPP5",0.509901230411172
"ENPP7",0.97629570119309
"ENTPD2",0.488206254702745
"ENTPD5",0.240489021876656
"ENTPD6",0.305280346738817
"EPCAM",1.1025059890585
"EPHA1",0.41801706648911
"EPHA10",0.719325769577226
"EPHB4",0.283084478818187
"EPHB6",0.355468871759244
"EPHX2",0.686595156404131
"EPO",0.86459408670786
"EPS8L2",0.35735586877183
"ERBB2",0.298316200293906
"ERBB3",0.227526294225275
"ERBB4",0.277367242307908
"ERBIN",1.15532054052256
"EREG",0.894711110621171
"ERP44",0.295260402381473
"ESAM",0.363458102346888
"ESM1",0.40462250139598
"EZR",0.284528750397848
"F11R",0.637200774071406
"F2R",0.64415702079094
"F3",0.322077681951375
"F7",0.355589301122393
"F9",0.222164077480572
"FABP1",1.14443241187485
"FABP2",0.89898935399387
"FABP4",0.760425924599643
"FABP5",0.785886652380486
"FABP6",0.626236801454989
"FABP9",0.638934722269279
"FADD",0.843602711089905
"FAM3B",0.409752774772374
"FAM3C",0.350455910765338
"FAP",0.315193370229109
"FAS",0.395870046561175
"FASLG",0.4445724654666
"FBP1",0.853713942055728
"FCAR",0.54211516702805
"FCER2",0.579013343662272
"FCGR2A",0.675842154554035
"FCGR2B",0.647393789667477
"FCGR3B",0.561193619719819
"FCN2",0.468633460569927
"FCRL1",0.519433158089665
"FCRL2",0.556737027552557
"FCRL3",0.605058257745253
"FCRL5",0.683498136685142
"FCRL6",0.773374830815588
"FCRLB",0.685410622879832
"FEN1",0.734092172645029
"FES",0.52935870187121
"FETUB",0.389049631921508
"FGF19",0.879825021011066
"FGF2",0.757931449934998
"FGF21",1.42955370680108
"FGF23",0.661825063855769
"FGF5",0.397397242655626
"FGFBP1",0.375670891444607
"FGFR2",0.266659104667017
"FGR",0.678520247554735
"FHIT",0.822403214402589
"FIS1",0.862498596935984
"FKBP1B",1.2478545618726
"FKBP4",0.493878319010962
"FKBP5",1.05876436434578
"FKBP7",0.525683749575791
"FLI1",1.22878374029963
"FLRT2",0.320172449147866
"FLT1",0.249981734492154
"FLT3",0.342126509622849
"FLT3LG",0.400487596571506
"FLT4",0.389819472612525
"FMNL1",0.730390527330833
"FMR1",0.390565305320867
"FOLR1",0.339240315247221
"FOLR2",0.349016754696429
"FOLR3",2.12948998934553
"FOSB",0.432079594956284
"FOXO1",0.950490968554386
"FOXO3",1.0722066152923
"FRZB",0.304445470211931
"FST",0.582727559179323
"FSTL3",0.403471809363972
"FUCA1",0.929307778104169
"FURIN",0.422653119585811
"FUS",0.446665875456924
"FUT3_FUT5",0.550752354237423
"FUT8",0.650657591236514
"FXN",0.825787562967215
"FXYD5",0.718573864644226
"FYB1",1.03886719203457
"GAL",0.767488530838419
"GALNT10",0.323143904305714
"GALNT2",0.299336273258323
"GALNT3",0.471977020641745
"GALNT7",0.234110779436241
"GAS6",0.29237608495077
"GBP2",0.657579721792374
"GBP4",0.539968532080809
"GCG",1.43203114111783
"GCNT1",0.399268075872466
"GDF15",0.59088052795512
"GDF2",0.432576740924572
"GDNF",0.439603430558123
"GFAP",0.559667394934335
"GFER",0.729309255802295
"GFOD2",1.38809932967942
"GFRA1",0.344257399372164
"GFRA2",0.23494678080628
"GFRA3",0.325715655043926
"GGA1",0.765340940077309
"GGH",0.408304157620629
"GGT1",0.619921767512456
"GGT5",0.263544463018169
"GH1",2.14540778008863
"GH2",1.84224977323495
"GHRHR",0.609315080806931
"GHRL",0.982696743543442
"GKN1",0.308826968969265
"GLB1",0.483205230489969
"GLO1",0.662856379140463
"GLOD4",0.402294548505928
"GLRX",0.64864103001882
"GLT8D2",0.519480859249581
"GMPR",0.574063619392926
"GNE",0.728167535375756
"GNLY",0.599084015844268
"GOLM2",0.265403685042105
"GOPC",1.13510289974852
"GP1BA",0.36369439679338
"GP2",0.977808417656486
"GP6",0.985923922674248
"GPA33",1.52807842682432
"GPC1",0.3372372813992
"GPC5",0.631612485962786
"GPKOW",0.32915500276597
"GPNMB",0.321193880041866
"GPR37",0.763339979611693
"GRAP2",1.42934646597738
"GRK5",0.559955872290903
"GRN",0.278242402670258
"GRPEL1",0.686263282903401
"GSAP",0.955383233534223
"GSTA1",1.03393161172028
"GSTA3",0.906779739462092
"GSTP1",0.763013626134663
"GUCA2A",0.388217208668278
"GUSB",0.758955790389526
"GYS1",1.02419085016094
"GZMA",0.397519574530148
"GZMB",0.71881286579077
"GZMH",0.823148498712251
"HAGH",0.850514858564236
"HAO1",1.51726040490082
"HARS1",0.868077473744104
"HAVCR1",0.792313272062167
"HAVCR2",0.416432695078984
"HBEGF",0.830060951848261
"HBQ1",0.708792177899341
"HCLS1",0.628090951841915
"HDGF",1.05671398290742
"HEBP1",0.600514948001207
"HEXIM1",0.921747406107606
"HGF",0.441672812049161
"HGS",0.865542932490506
"HK2",0.306066791992799
"HLA-DRA",0.405469519390322
"HLA-E",0.333529876771679
"HMBS",0.503228232233705
"HMOX1",0.546824321115005
"HMOX2",0.522478039668922
"HNMT",0.569810450834562
"HNRNPK",0.856076004652767
"HPCAL1",0.828386798749469
"HPGDS",0.419773811490821
"HS3ST3B1",0.425312648679492
"HS6ST1",0.390211685738096
"HSD11B1",0.465698222210346
"HSP90B1",0.737927475045005
"HSPA1A",0.804656342853824
"HSPB1",0.770421235278436
"HSPB6",0.507586547742869
"HSPG2",0.316261229368606
"HTRA2",0.692977316076345
"HYAL1",0.260664529942808
"HYOU1",0.253871218438444
"ICA1",0.882868405871157
"ICAM1",0.339266058154617
"ICAM2",0.357373211201688
"ICAM3",0.294125267014811
"ICAM4",0.594050297708338
"ICAM5",0.53262115435236
"ICOSLG",0.215075525962963
"IDI2",0.539802380174329
"IDS",0.0996565519018241
"IDUA",0.529345959781054
"IFNG",1.28276879022938
"IFNGR1",0.236455227211502
"IFNGR2",0.59168700395573
"IFNL1",0.501530519831288
"IFNLR1",0.423903498633135
"IGF1R",0.248854551928835
"IGF2R",0.272026069420097
"IGFBP1",1.54389407770892
"IGFBP2",0.809776246953609
"IGFBP3",0.346468591796215
"IGFBP4",0.531671935146792
"IGFBP6",0.385420331708792
"IGFBP7",0.362218525871699
"IGFBPL1",0.405632204704203
"IGSF3",0.424579387356612
"IGSF8",0.346426138293867
"IKBKG",1.03531540884779
"IKZF2",1.01462390679175
"IL10",0.90507897144992
"IL10RA",0.650578847576497
"IL10RB",0.341740425515822
"IL11",0.698833685622192
"IL12A_IL12B",0.913280673527314
"IL12B",0.650253697430174
"IL12RB1",0.422876080232877
"IL13",0.540716750923493
"IL13RA1",0.25491231155364
"IL15",0.37349627482782
"IL15RA",0.39776070570725
"IL16",0.488262204598127
"IL17A",0.477293201413692
"IL17C",0.796872905760737
"IL17D",0.397869888555179
"IL17F",0.852657680684901
"IL17RA",0.496689586777074
"IL17RB",0.623098753891064
"IL18",0.541665395965343
"IL18BP",0.363153553724819
"IL18R1",0.397114894193452
"IL18RAP",1.92876718930799
"IL19",0.802008988733202
"IL1A",0.628141125390848
"IL1B",0.630674746347225
"IL1R1",0.257053980741451
"IL1R2",0.226309734154739
"IL1RAP",0.517114557522474
"IL1RL1",0.565776211377387
"IL1RL2",0.455408637859846
"IL1RN",0.694463786132524
"IL2",0.347162424719084
"IL20",0.552691186761753
"IL20RA",0.499379732518178
"IL22RA1",0.482517480440578
"IL24",0.533695449504747
"IL2RA",0.467590597827018
"IL2RB",0.418416025211414
"IL32",0.497389352256267
"IL33",0.433045921223114
"IL34",0.397079797461485
"IL3RA",0.364025040803433
"IL4",1.00641663402307
"IL4R",0.413910932190588
"IL5",1.5758853461761
"IL5RA",0.63837550242275
"IL6",0.895456931690326
"IL6R",0.386880287466375
"IL6ST",0.199134725782874
"IL7",0.720503002790716
"IL7R",0.606187459084272
"ILKAP",0.644250904392441
"IMPA1",0.679745845943968
"ING1",0.516497330902278
"INHBC",0.512553789259707
"INPP1",0.608272359293527
"INPPL1",1.10746336542375
"IPCEF1",1.01008408982935
"IQGAP2",0.620554059488438
"IRAG2",0.988411412653655
"IRAK1",0.77589750886204
"IRAK4",1.1665556514276
"ISM1",0.45858701171991
"ITGA11",0.396452207937852
"ITGA5",0.300299049589027
"ITGA6",0.587440079911229
"ITGAM",0.365966209827866
"ITGAV",0.197523338009858
"ITGB1",0.248634870371595
"ITGB1BP1",0.453626805564018
"ITGB1BP2",1.23365553956109
"ITGB2",0.33477371398862
"ITGB5",0.431033135917618
"ITGB6",0.358550369266144
"ITGB7",0.517333555045482
"ITIH3",0.459167504316022
"ITM2A",0.674227674574377
"IVD",0.54663560914135
"JAM2",0.307511143674831
"JCHAIN",0.688517899325696
"JUN",0.560770891206565
"KAZALD1",0.514699154431536
"KCNIP4",0.560590512566628
"KDR",0.288610064223018
"KEL",0.416715242572538
"KIFBP",0.927713151940787
"KIR2DL3",0.869758802994621
"KIR3DL1",1.36739465223475
"KIRREL2",0.450220060044658
"KIT",0.347055490423173
"KITLG",0.425639963453168
"KLB",0.830076351176221
"KLK1",1.42547655626152
"KLK10",0.451831534879957
"KLK11",0.345689392518881
"KLK12",1.53690082634159
"KLK13",0.512514529465056
"KLK14",0.538290411865584
"KLK4",0.75168716979948
"KLK6",0.347752018616672
"KLK8",0.411777554969019
"KLRB1",0.439485950045998
"KLRD1",0.545989314238149
"KRT14",0.318787480422431
"KRT18",1.0040749419144
"KRT19",0.773715677029245
"KRT5",0.587117709107235
"KYAT1",0.627415822176832
"KYNU",0.536883206644833
"L1CAM",0.334460807399486
"LACTB2",0.729506962048095
"LAG3",0.472119437077709
"LAIR1",0.472670016687697
"LAIR2",1.17720136258794
"LAMA4",0.378790118505484
"LAMP2",0.227490494611521
"LAMP3",0.66674504032736
"LAP3",0.540266897564876
"LAT",0.860433707870065
"LAT2",1.40993516889098
"LAYN",0.408082449596478
"LBP",0.674544479781696
"LBR",0.788688588876915
"LCN2",0.437227771703219
"LEFTY2",0.626472325705587
"LEP",1.30344040227165
"LEPR",0.366384820534611
"LGALS1",0.404579381246573
"LGALS3",0.35249708684924
"LGALS4",0.645009737214562
"LGALS7_LGALS7B",0.493206200921483
"LGALS8",0.686479357984953
"LGALS9",0.404299737260336
"LGMN",0.409479525991697
"LHB",1.00609828135276
"LHPP",0.681676346572797
"LIF",0.568468807702676
"LIFR",0.273026128243142
"LILRA2",0.427361328904773
"LILRA5",0.38459614988407
"LILRB1",0.320365009617057
"LILRB2",0.398109033463694
"LILRB4",0.520504580030663
"LILRB5",0.790958178087024
"LPCAT2",0.474985016769551
"LPL",0.606767679395283
"LPO",0.688852325950149
"LRIG1",0.398287048261897
"LRP1",0.308661531110261
"LRP11",0.4158986747522
"LRPAP1",0.643770491855866
"LRRC25",0.450010507741904
"LRRN1",0.448225042887721
"LSM1",0.61294795347545
"LSP1",0.466052314961313
"LTA",0.456909240137115
"LTA4H",0.685957885861536
"LTBP2",0.421541411230353
"LTBP3",0.62537627069339
"LTBR",0.327194673320207
"LTO1",0.458838135668723
"LXN",0.76492492565237
"LY6D",0.433094259884682
"LY75",0.438967731864703
"LY9",0.330326900699126
"LY96",0.409374405021815
"LYAR",0.595345548379467
"LYN",0.955180261595114
"LYPD1",0.698607443798136
"LYPD3",0.385224184605998
"LYPD8",0.571394307928488
"MAD1L1",0.578351197468182
"MAEA",0.43651990622243
"MAGED1",0.532986669972744
"MANF",1.3490796008836
"MANSC1",0.30838612970467
"MAP2K6",1.12372869604397
"MAP3K5",1.11606237260719
"MAP4K5",1.25191908398368
"MAPK9",0.482981742407861
"MAPT",0.576892073261234
"MARCO",0.306061955837468
"MASP1",0.266713696575781
"MATN2",0.342837700143913
"MATN3",0.369295036767759
"MAVS",1.03832365295303
"MAX",1.1667820162139
"MB",0.681893540069173
"MCAM",0.39081176095411
"MCFD2",0.490353022613133
"MDGA1",0.80379940987097
"MDK",0.585046385843754
"MED18",0.850632287004546
"MEGF10",0.448134705990625
"MEGF9",0.234396135661693
"MEP1B",1.32871712356631
"MEPE",0.300598706621992
"MERTK",0.300171694423697
"MESD",1.36637616441448
"METAP1",0.329422238740175
"METAP1D",0.919786987871042
"METAP2",0.650844453188391
"MFAP3",0.540573742023812
"MFAP5",0.498861632675926
"MFGE8",0.501646218387612
"MGLL",0.978390258429375
"MGMT",1.36016119187023
"MIA",0.416596775252088
"MICB_MICA",1.68086867439212
"MIF",0.766550570245181
"MILR1",0.570857300694194
"MITD1",1.08890613243373
"MLN",1.07911125599499
"MME",0.939730655760346
"MMP1",1.02115830824857
"MMP10",0.670160078130527
"MMP12",0.663527698758881
"MMP13",0.362839394671577
"MMP3",0.700048430408753
"MMP7",0.571629056157425
"MMP8",0.848001916804999
"MMP9",0.709359705800477
"MNDA",1.12030795609449
"MOG",0.395375945355188
"MPHOSPH8",0.822103738399971
"MPI",0.964126575884344
"MPIG6B",0.855627285718388
"MPO",0.536365342673125
"MRPL46",0.30482997893505
"MSLN",0.691923812989997
"MSMB",0.856855193548171
"MSR1",0.565442860031112
"MSRA",0.817678740309555
"MSTN",0.647794864321717
"MTPN",0.359560988194723
"MUC13",0.575181029408105
"MUC16",2.11209233197053
"MVK",0.909367356053734
"MYO9B",0.739657469980912
"MYOC",0.529808744720655
"MZB1",0.597966946029817
"MZT1",0.585634326991279
"NAAA",0.665205352500356
"NADK",0.624952013719229
"NAMPT",0.604293443624293
"NBL1",0.307440980167002
"NBN",0.570665135532655
"NCAM1",0.362300552331528
"NCAM2",0.315359699114981
"NCAN",0.474708710105015
"NCF2",0.96693061433067
"NCK2",1.18664517105128
"NCLN",0.58607650180369
"NCR1",0.424689385800914
"NCS1",0.354539434416943
"NDRG1",0.755342395479087
"NDUFS6",0.878952244210363
"NECTIN2",0.338327009942523
"NECTIN4",0.356219685010249
"NEFL",0.570215350431296
"NELL1",0.472621581345779
"NELL2",0.333364412210962
"NFASC",0.33903057114708
"NFATC1",1.10327646511848
"NFATC3",0.66922393390072
"NFKBIE",0.552106881525687
"NGF",0.13556957605624
"NID1",0.436568423049641
"NID2",0.833407256547722
"NINJ1",0.617283424774549
"NME3",0.262943625531491
"NMNAT1",0.850930189538837
"NOMO1",0.279791744423211
