GeneID,CoefficientTraining
IFITM2,-0.00957
PTDSS1,0.00368
RCBTB2,0.02252
C21orf59,-0.01887
NVL,0.00258
MOSPD3,0.01662
FBXO5,0.00702
MARCKSL1,-0.01342
PTPN11,-0.00145
FMNL3,0.01072
NABP2,0.02416
POLB,0.01543
ACYP1,0.01935
CCND3,0.00844
CLEC12A,0.02599
NDUFAF4,-0.0106
C2orf44,-0.00344
CUL5,-0.01326
KLHL12,0.03892
ACBD6,-0.00783
CCDC106,0.0222
LGALS12,0.0086
LIN9,-0.01589
DCBLD1,0.01203
CDKN2D,-0.00234
UBA5,-0.01154
OARD1,0.00074
ZNF525,-0.00077
SCAMP3,0.01115
SIRT2,0.01642
CTNNB1,0.03898
PPP1R13B,-0.01615
PAPSS1,0.00891
GIMAP6,-0.00681
ENPP2,-0.01373
IQSEC1,0.01377
PCBP4,0.04352
LCP1,0.00776
UPF3A,-0.00257
GRSF1,-0.00415
RALGAPA1,0.02919
GALM,0.03173
ADCY7,0.01102
PXK,0.03431
ATP5A1,0.00415
IL24,-0.06361
SLC4A8,0.00342
UBR4,0.00722
XKR6,0.0089
C5orf28,-0.04208
RSAD2,0.00329
STARD7,0.05398
CCDC69,0.0219
SERPING1,-0.0237
RNF166,0.02173
DHX37,0.0028
IFITM3,-0.02664
TYW3,0.01061
MORF4L2,-0.00793
PUS7L,-0.01214
EDF1,-0.00873
DEXI,-0.00601
IL1B,-0.04389
CISD1,-0.02189
ACACA,0.00682
CCDC117,-0.01016
ZNF280C,-0.00946
SLC36A1,0.00393
RPL24,0.00551
PARP11,-0.01235
ANKRD13D,-0.00052
APAF1,0.03347
PFKP,0.05013
CACNA1E,0.00243
MYO3B,0.05333
STAP1,0.0328
CDH23,0.02591
BCL2L12,-0.02912
RTN3,-0.00259
PIGL,-0.05797
SOX7,-0.00654
TOMM22,-0.00133
PAQR3,0.00407
FOPNL,-0.01066
SETDB2,-0.01548
GTF3C1,-0.02356
OLFM1,0.03446
RAB3D,0.00461
UXS1,-0.06427
KIR3DL1,-0.02324
CPEB2,0.01964
PEX5,-0.0106
SFXN3,0.02465
GRPEL1,0.00725
FGFR1OP2,-0.02527
TMEM62,-0.01966
SRR,-0.0424
GALNT3,0.01567
PIBF1,-0.03031
RSAD1,-0.02511
EPB41L3,-0.01844
NSRP1,-0.02586
ALDOC,-0.0002
CDKN1B,-0.00023
NUMA1,-0.00581
STX12,0.03228
SLC2A3,-0.00444
CCNDBP1,-0.00208
TAPBP,0.00067
ZNF770,-0.0016
HERC2,-0.01425
ENC1,0.01255
TNFSF10,-0.00015
EHBP1,0.01018
TMC8,-0.03664
PEA15,0.01596
SLC6A12,0.00773
SRRT,-0.00607
CLTB,-0.00183
TMEM168,-0.031
C15orf52,0.01093
RNASEL,0.0218
ITPK1,-0.00532
PLEKHF2,-0.03063
ARL1,-0.01102
GEMIN8,-0.00465
RAB35,0.01145
RBCK1,0.00556
SLC27A5,-0.01743
DBNDD2,0.03945
VWA3B,0.02486
BRWD1,-0.02995
AP1S1,0.03966
CD47,0.02083
CEP120,0.01356
STX16,0.01496
COX8A,-0.00431
KLHL22,0.01296
UBE2N,-0.00433
ZNF331,0.00268
KLRAP1,0.02364
IKBKAP,-0.04468
AES,0.01299
RNF13,0.02428
TRPM6,-0.02626
ZFAND2A,0.04269
CRADD,0.00792
LONP1,-0.00156
SRP72,-0.02576
TMUB2,0.02535
CAPG,0.01328
TREML1,-0.00717
GSN,-0.00033
TCEB2,0.01023
CALHM2,0.01237
NOP14,0.01293
ACVR1B,0.01117
MYL12B,0.01761
CAPZA1,0.02215
IRX3,0.0158
PAXBP1,0.01827
C19orf40,0.01831
TBX21,0.048
GEMIN5,-0.01481
SLC22A23,0.02583
SHPRH,-0.00676
UBQLN2,-0.00518
SLC22A1,0.01026
OR52K2,0.02467
SCPEP1,-0.01281
FLT3,0.0623
DEAF1,-0.01
ZFAND3,-0.00172
SPATA2L,0.00272
TM2D3,-0.01725
CHST3,0.03176
TBC1D2B,0.0115
GPC2,-0.03449
ANKMY1,0.0536
CD1C,-0.0283
ABHD4,0.02472
RECK,0.01438
RBM4,-0.00665
SCARB1,-0.01947
DYNLRB1,0.01684
LAMC1,0.00671
G3BP1,-0.01012
LLGL2,0.01761
ARMCX1,-0.00134
MTE,-0.00176
DRAM1,-0.03643
ACSM3,0.00083
ARNT,0.04678
RUVBL1,-0.08027
TOPORS,-0.03987
EIF4E,-0.055
CD2AP,-0.01111
NDRG1,0.0368
KCMF1,0.01265
MED6,-0.03747
MSRB1,-0.00972
ADAM8,-0.00245
CD300A,-0.01771
TSPY26P,0.01645
YWHAH,0.0155
C3orf17,-0.01868
MMS19,0.00266
FCGR3A,0.02154
LRRC8D,-0.01921
HTR3A,-0.0093
RWDD2A,0.01178
ACAP1,-0.02036
TFF3,-0.02212
DUSP23,-0.01021
CMBL,0.01838
PPP1R14A,-0.03362
TAPT1,-0.02296
BIN2,0.02092
API5,0.00145
CXCL5,0.03314
FXYD5,0.00874
ABCA3,0.06244
ARPC5L,0.02073
SLC10A3,0.00973
HMGXB4,0.0169
COMMD1,0.02179
MGST2,0.01681
LRP1,0.0306
BRE,0.00761
CALCOCO2,0.0009
NPIPB4,0.00831
ARID3A,-0.00434
SLC1A5,0.00429
DAPK1,-0.00348
RAD51C,-0.01396
FBXO46,0.0001
LSS,0.02569
RPP30,-0.02166
TKTL1,0.03181
EXD2,0.03383
C1QC,0.00324
FAM199X,0.05782
SETMAR,0.01
HLA-F,-0.00353
DLX1,0.04749
DOK3,-0.00699
BAZ1B,-0.00999
LTN1,-0.01224
TAX1BP3,-0.00429
NR1D2,-0.01099
SLC38A2,-0.02045
CORO2A,0.02188
UBTD1,0.01335
VNN2,0.02748
CHRNE,0.04193
JAKMIP2,0.02843
MMACHC,0.02709
KCTD20,0.01981
TRPA1,0.0279
SRSF10,-0.02329
HOXB7,0.02217
NPAS2,-0.03936
ANP32A-IT1,0.00707
NAV3,0.0358
HSD17B4,0.03392
FARP2,0.04628
IPO5,-0.0363
ERMAP,0.00259
CNPY3,0.01942
MTX2,-0.02734
ZMYND11,0.01385
EMD,-0.00084
STX4,0.00923
SLC7A8,-0.02541
TCEAL1,-0.03289
MGST1,-0.00931
ZNF106,0.00299
SMCR7L,0.00182
HEATR1,-0.0415
MAP4K3,-0.01368
RAI1,-0.01067
GMIP,0.00089
TTC19,-0.00103
RHPN2,-0.00218
SUCLG2,0.01279
SNX27,0.02346
ALG9,-0.03404
REPIN1,-0.01064
SYNJ2BP,0.01267
TBC1D10B,0.01064
SPG7,-0.00088
TMEM134,-0.00899
PLBD2,0.01193
LTF,0.00243
ZNF776,-0.03755
PHC1,0.01506
MBIP,0.00187
TGIF2,-0.0332
OSTF1,0.00493
C14orf80,0.02227
CLASP1,0.03688
ZNF585A,-0.03855
PCNXL2,-0.01444
CLN5,0.0242
AMIGO1,-0.02675
TMTC2,0.03642
TNXB,0.04097
PATZ1,-0.00973
LILRB3,0.03118
CCDC25,0.00866
EFHC2,-0.01428
AGPAT6,0.02594
PARVB,-0.01156
RHBDD1,-0.04804
TBC1D9B,0.02606
SHISA5,0.01148
NAA20,-0.02391
INPP5F,0.01969
FAM179B,-0.00756
ARRDC4,0.03099
PINX1,-0.01138
IGF1R,-0.03058
ATL1,0.01752
FAM50A,0.03642
SPINT1,0.04328
MRPS25,-0.0099
PTPN22,0.02677
IL16,-0.02436
MKRN3,-0.02616
RING1,-0.01524
FANCE,-0.00245
GLS,0.00213
DHX30,-0.00252
ESCO1,-0.01441
FYB,-0.00905
GAS2L1,0.00784
POLR2H,-0.00216
CALN1,0.00231
EPS15,0.03253
DDX52,-0.04007
C7orf41,0.0041
ZNF83,0.0027
CST3,-0.00334
NCF2,0.00534
PPIG,-0.01369
FBLN5,0.05855
RUNDC3A,0.02015
TM2D2,0.00273
GZMK,-0.03059
CYB5R4,0.01663
ADC,0.01601
ELL,-0.01984
DUS3L,-0.00073
HHLA3,-0.00691
RPL14,-0.03142
UBXN10,0.01647
LYSMD4,0.01508
SMC3,-0.0178
UNC45A,0.0522
KATNAL1,0.0574
RFX7,-0.026
AP1G1,0.02657
CNOT2,-0.01826
STX5,0.01404
DCBLD2,-0.04399
IGF2BP3,0.01078
TNC,0.05191
MAPKAPK5,-0.01935
ZHX3,-0.02447
IGF1R,-0.02103
PSME2,-0.02135
NUP43,0.01351
USB1,0.00059
MYADM,0.01183
ADAMTS1,0.04504
IVNS1ABP,0.04506
MCMBP,0.01677
VPS18,0.01838
COA5,0.00531
PLOD2,0.02595
ZNF93,-0.00384
USP53,-9e-05
YAE1D1,0.00717
SLAMF8,0.01259
TMEM107,0.06322
TLR6,0.02118
AARSD1,-0.00949
PLEKHB2,0.02049
RANGAP1,-0.00858
C16orf52,-0.00621
TTF2,0.00306
TOM1L2,0.02642
VAMP8,0.03303
CYLD,-0.0097
METTL16,-0.02149
ASF1A,0.03397
ACAD8,0.05636
FAN1,-0.00334
TMC6,-0.0129
C11orf74,-0.06506
LANCL1,0.02152
NELFCD,-0.02338
WDR82,-0.00462
L3MBTL3,0.02908
XPNPEP1,0.01305
FOXC1,-0.00348
AKIP1,0.04045
STAG2,-0.02552
WNT7A,0.02072
SAV1,-0.0346
TDRKH,-0.02161
HIPK2,0.01789
PXN,0.01008
CDC42SE1,0.03106
UNC93B1,-0.00592
TOMM40,0.00551
MICB,-0.01395
MAP2K5,-0.01382
MFSD7,-0.01156
GCDH,0.00016
UCHL3,-0.02094
CPNE1,-0.02396
LEP,-0.02981
COQ10A,-0.01357
NLRX1,0.02356
MPZL1,0.03859
PHF10,0.00374
OSBP2,0.02651
CHAMP1,-0.00103
ELK4,-0.04586
RAPGEF1,0.0128
ABCC9,0.01717
GOLT1B,-0.0316
ARHGAP21,0.03628
GAPT,0.01743
LAMTOR2,-0.00185
CAMKK2,0.01722
CENPF,-0.02566
TRIM23,-0.03613
PSMB2,0.01613
SLBP,-0.00309
PRPS2,-0.00933
PROSER1,-0.01335
PAN3,-0.03104
CWC27,-0.0119
AEBP2,-0.00468
RNF20,-0.02196
HSD3B7,0.01869
AIP,-0.00414
APOBEC3A,0.02083
TMEM205,0.02046
C9orf66,-0.00613
C3,0.01752
TMEM18,0.00787
MADD,0.02544
ACADSB,-0.00076
HIP1R,0.00097
GIMAP4,0.00044
ALOX12,-0.00034
TLK2,-0.01765
NUP133,-0.00121
ZNF330,-0.02756
CCDC86,0.00168
CLEC1B,-0.01154
ELMO2,0.02043
PGM1,-0.0002
PSMB3,0.00408
SLC36A4,0.02935
RPAP3,-0.01092
CYBRD1,0.0011
XRN2,-0.02965
CMTM1,0.05075
WDR18,-0.03293
GPATCH4,-0.01102
RAB22A,-0.00657
SPN,0.00931
IL1RAP,0.02347
NABP1,0.03552
TAPBPL,0.00296
MRPL39,-0.00655
ARL6IP6,0.0343
DNAJC1,0.03572
OR52K1,0.03953
DHX40,-0.02994
SUCLA2,-0.01389
ZNF700,0.01084
SLC25A36,-0.01931
PAN2,0.00242
NASP,2e-05
CNIH,-0.02724
ZNF17,0.01213
PTH1R,0.03119
SUPT20H,-0.03288
KHDRBS1,-0.01274
DDB2,0.05665
DHRS3,0.03086
RP5-1043L13.1,-0.03234
ZNF217,-0.02245
USP9X,-0.0123
ARHGEF11,0.00157
TPMT,0.00501
PDHX,-0.00744
AHI1,0.01238
IFNAR1,-0.04903
RNF38,-0.02966
GCLM,-0.02154
FIG4,0.01522
ANKRD37,0.0191
DDX56,-0.0288
MRPS17,-0.02097
NSF,0.01569
SEC24C,0.02677
WDFY1,0.02941
FAM49A,0.00268
TUG1,0.01109
SDE2,-0.00759
EEF1DP3,-0.02461
CD9,0.04139
KDM2B,0.02979
FAU,0.00139
EPT1,-0.02906
PLSCR3,0.00967
NLGN2,-0.01829
LYRM5,-0.00785
PCMT1,0.04937
ZMAT5,-0.00366
GBP4,0.00391
TMEM127,0.00774
SLC25A24,0.05922
PPIH,-0.00401
ALOX15,0.01661
SLC11A2,0.00525
CASP6,0.00522
RPL35A,0.00975
GPRASP2,0.02068
MRFAP1L1,0.00911
JMJD1C,-0.00709
CCAR1,-0.02322
PTK2,-0.00956
CEP192,-0.02192
RAB40B,-0.0168
GAA,-0.01027
BLVRA,0.0306
CCDC89,0.01596
FNBP1,-0.02675
FN3KRP,-0.01309
CUX1,-0.0168
STRADB,0.0328
SUGT1,-0.0125
TRAPPC8,-0.01518
CYB561D2,-0.03588
PHF17,0.00577
CAPRIN2,-0.01061
PEX1,-0.00398
SLC29A1,-0.0082
ZDHHC3,0.00958
STARD5,0.0065
ABCB9,0.04322
LIAS,4e-05
CHMP2A,0.01603
USP34,-0.00927
POMC,-0.0388
AP5M1,-0.01597
TMCO3,0.00727
MLH3,-0.0536
PTPLA,0.02609
KIAA0226,0.04113
NADK,-0.00561
PCM1,0.00192
KLF9,0.00977
CTIF,0.02445
DAAM1,-0.01696
NUDCD3,-0.00765
BCKDK,-0.00307
STX17,-0.02816
PCK2,0.00793
OXSR1,0.02415
B3GALT4,-0.00406
RBBP7,-0.0363
SIDT2,-0.00326
C10orf11,0.00474
HES6,-0.02164
ZXDB,0.00901
DIS3L,-0.00374
SNRK,-0.01887
IMMP2L,0.02269
EPSTI1,-0.00982
PTGDR2,-0.00456
CCDC101,-0.0065
XPO1,-0.00232
HMGCS1,0.01901
STAMBPL1,0.02643
IL11RA,0.04121
GSTP1,0.00523
CDK5RAP1,-0.01065
RETSAT,0.04468
SLC35G1,-0.02273
AP1AR,-0.02562
GPBP1,0.013
NUDCD2,-0.04504
ECI2,0.00196
CXXC4,0.04155
GOSR1,-0.0301
ARF5,0.0028
NOL7,0.01575
ATG3,0.01251
RSU1,-0.03362
COIL,0.02104
MGEA5,-0.00249
SCML4,-0.02193
RYK,0.0305
TRPV2,0.01927
MTIF2,0.01006
KIAA1429,-0.0077
EVI5,0.01902
CD40,0.00385
EIF4E2,0.00973
TBK1,-0.00626
MAT2A,0.0196
UTP6,-0.00522
NFIB,0.03103
UBASH3B,-0.0037
NR2C2AP,0.00028
MOB3B,0.0044
AGGF1,0.00664
TMEM200A,0.05775
ARRDC2,-0.01473
TOM1,-0.0015
PFKFB3,-0.0125
VAT1,0.04675
CD38,-0.00887
KLHL14,0.03826
RNF219,-0.02112
OLR1,-0.00558
COL8A2,0.00886
PIP5K1C,0.00593
MRPS28,-0.01956
TAF10,0.00313
ADPRH,0.05122
ACBD3,0.00327
CSGALNACT2,0.01147
SFXN1,-0.00494
XPNPEP2,0.00825
KLF1,0.0263
HENMT1,0.00356
NPR2,-0.01528
EFCAB4A,0.00862
CTRC,-0.01915
UBE4B,0.03938
PNISR,0.02449
HNRNPA2B1,-0.02138
MARCH2,-0.0072
UBA2,-0.02781
NXNL2,0.00952
DHX36,-0.00095
ZNF644,0.00213
MED15,0.01269
P2RX2,0.02004
EFTUD1,-0.02042
HLX,-0.00177
HERC4,-0.0145
WDR13,0.00258
ALX3,0.02641
RBM10,-0.02368
RPL23AP82,0.04228
RNF130,0.02344
CYB5D1,-0.00592
SSR2,0.01074
OAS3,0.00171
RNF175,0.07287
MYBPC3,-0.00988
TRAPPC2,-0.00841
NUDT16,-0.01063
DNAAF2,0.00331
MAPKAPK2,0.02876
MCM2,-0.02352
RANBP2,-0.02264
PUM2,0.01255
ZNF789,0.03436
NEFH,-0.05955
ACTL6A,0.01072
TJP2,0.00666
ZNF112,0.00705
SLC43A3,0.03815
KCNMB4,0.00166
TCP11L1,0.00602
SFT2D1,0.00379
LMO4,-0.00312
IER5,0.00851
ADIPOR2,0.01347
RAD17,-0.00628
ASPM,-0.02167
HEG1,0.02414
SSU72,0.00117
C2orf47,-0.02364
TRNP1,-0.00253
SGSM3,-0.01562
SWAP70,0.00745
ARL15,0.00393
IFITM1,-0.00929
ANKDD1A,-0.01308
RPAP1,-0.02225
GRAMD1A,-0.04119
SLC30A1,0.02764
SCO1,-0.02273
ZNF491,0.01032
CDK5RAP2,-0.02293
FKBP5,0.01874
RGMA,-0.0054
RPS6KA3,-0.03003
ZCCHC6,0.03986
RSPO2,0.02249
STARD13,0.0291
ANKH,0.00205
WAC,-0.01919
ARFGAP3,-0.04615
ENSA,0.01329
BCL2L2,0.03112
TRPT1,-0.01885
TRNT1,-0.00707
POLD3,0.01092
AP2S1,0.00103
CTC1,-0.02378
MUM1,-0.00973
ZWILCH,-0.02106
FH,-0.02466
TSEN54,0.00123
WDR60,-0.02883
IFFO1,0.0349
MERTK,0.02748
HDAC6,0.02339
PLSCR1,-0.01583
METTL18,-0.0048
AP3S1,0.0105
TRAK1,0.02438
BTN3A2,0.01027
MAP3K8,0.02259
RNF214,-0.0074
IFITM4P,0.02566
ZNF444,-0.0118
DDA1,0.01149
LAT2,0.04079
ZNF443,0.00481
TNRC6B,-0.00441
TLK1,0.00109
GPSM1,0.01548
AP4E1,-0.0255
FERMT3,-0.01437
PIGH,-0.01095
GMPPB,-0.02466
KRR1,0.00307
NKAIN3,0.032
ZNF263,-0.00138
RNF138,-0.01413
RUNX1,0.04525
FAM63A,0.01679
ZNF202,-0.03246
WBP11,-0.00763
IBTK,-0.01184
GTPBP10,-0.01586
MIS18A,-0.01407
TRPC4AP,0.01409
KIAA0391,0.00203
GCM1,0.01432
SEC24B,-0.01591
CENPV,-0.04864
NXF1,0.01788
TMEM169,-0.02006
ACN9,-0.03544
NEDD9,-0.00094
PTPRO,0.04922
TPM3,0.02588
TRPC1,0.00786
SMIM5,0.02169
PARP4,0.03246
GDAP2,0.00259
TXLNG,-0.04118
CD74,0.03741
DNAJC21,0.0104
OPA1,-0.02025
UBOX5,-0.00052
RAB11FIP1,0.00969
TAMM41,-0.00209
NUDT21,0.00271
TOP2A,-0.02153
RNF165,0.00877
OGFR,-0.00899
ACOT4,0.00592
TRIP11,-0.0296
DNTT,-0.02137
RRN3,-0.02442
C8orf33,-0.00837
WFS1,0.01614
MED17,-0.01329
LSM7,-0.00778
WBP4,-0.02228
NEMF,-0.02274
C5orf20,0.00438
RPL9,0.01225
PTPN18,0.02996
SIRT5,-0.01856
DPP3,0.00284
PATL1,0.0085
PLS1,-0.02489
ARL11,0.0112
ARRDC1,0.0048
ATP6V1F,0.01159
CTSK,0.02975
XRCC6,0.00939
NTNG2,-0.01243
TMTC3,-0.0209
BCR,0.00914
RTKN2,-0.0256
C19orf10,-0.04275
KLHL8,0.00986
CYP27A1,0.02297
SMG1,-0.05588
SIAH1,-0.00263
SCAND1,-0.01321
CCDC18,-0.02649
SCAPER,-0.02002
BAG5,-0.01893
SCD5,-0.0089
MIR22HG,0.00362
DOCK11,-0.00717
HERC1,-0.01431
EARS2,-0.02587
TMLHE,0.03262
AHR,0.03568
ANKRD16,-0.0097
TMEM255B,0.02507
PATE2,0.0239
PGM5,0.04177
DCP1A,-0.02148
OPRL1,-0.01808
ZFP36L2,-0.00256
CAMK1,-0.00771
POTEM,0.01826
NPHP4,0.05437
MASTL,-0.03008
RNF213,0.03747
PNPT1,-0.02291
KIAA0930,0.00477
HPS4,0.00043
ZBTB4,0.00856
IWS1,-0.02069
CYSLTR1,0.01063
MEIS2,0.03414
CCNG1,-0.0022
PTPRC,-0.02292
C16orf80,-0.00758
COQ3,-0.01704
ZDHHC7,-0.02223
SLC2A1,0.02528
PPM1B,0.00503
C16orf74,0.02041
TRIM37,-0.02648
RMI2,-0.00356
RPA1,0.0042
RPRD1A,0.00439
SIRT1,-0.00437
EIF3A,-0.03694
LARGE,0.03732
LRRC16B,0.0123
DNTTIP1,0.01474
MEGF10,0.0136
KBTBD7,0.0125
JAK2,-0.00046
MYBBP1A,-0.0224
PNO1,-0.01332
KLHL5,-0.02611
LILRB4,-0.01633
PIGU,-0.0221
TNPO3,0.02882
IGFBP1,0.0241
TP53BP2,0.04739
YARS2,-0.04204
GCC2,0.00278
ARHGAP30,0.01239
ZNF280D,-0.02397
RAB18,-0.01557
CMTM5,-0.00503
MRRF,-0.00236
MCOLN1,-0.00933
GNAI2,-0.00196
PNPLA2,0.00602
TNIK,-0.02407
DNAJC30,-0.0019
HMGA1,0.00595
ZFP3,-0.00357
FAM136A,0.0036
PVRL2,0.03101
CLEC14A,0.04435
KIF14,-0.04728
MCL1,0.0102
C8G,0.02723
CCSAP,0.05071
TXNDC17,0.01406
CRLS1,-0.02489
LONRF3,0.06281
SLC44A1,-0.01038
DDR1,-0.02412
CACHD1,0.01269
DEF8,0.03925
TRAPPC5,-0.01443
DYNLRB2,-0.01576
MAPK6,0.00534
NCF4,-0.01044
APOL1,0.02092
PMPCB,0.01143
ACSBG1,0.01705
SMIM8,-0.00159
SNX21,0.02945
MUC1,0.03574
FOSL2,0.01541
NDUFA4,0.0359
ANKRD11,0.00175
MED8,0.00762
LIMK1,0.023
GGCT,-0.0107
RRP8,-0.02474
ZNHIT3,-0.01435
MKL1,-0.00285
GET4,0.0347
PTPRM,0.01311
TMEM216,0.00635
DDX28,-0.01905
SAP18,-0.01453
UBE2Q2,-0.00233
SSPN,-0.00612
ZNF383,-0.00566
DBNL,-0.00576
FAR1,-0.00437
HIST3H2A,0.04758
CCDC88B,0.00347
FXYD2,0.0023
NUDC,-0.00065
DNM3,0.03965
DIEXF,0.00334
SMC4,-0.02357
FBXO4,-0.00896
LYN,0.01234
DNAJC24,0.01692
POMT1,-0.00349
S100A6,-0.00778
MEFV,0.01071
USP1,-0.0203
HMGCL,0.01003
LEPREL1,-0.02034
CHST7,0.03081
TADA1,0.00963
YWHAQ,0.02756
FEZ2,0.02195
FRA10AC1,-0.02826
TMEM189,0.0161
POLE2,-0.04319
KCNJ2,0.02136
COLGALT1,-0.01111
HPS1,0.01827
ZNF385D,-0.05429
CLK1,0.01112
LYSMD3,-0.02526
ALPK1,0.0029
JAG1,-0.00313
C5orf30,0.04375
C12orf66,-0.02562
SLC35B3,-0.0176
EIF4A1,-0.05111
LAPTM4A,0.05385
UBE3D,-0.03254
UBE2V2,-0.00767
PDLIM1,-0.00505
VSTM1,-0.02859
ZFYVE21,0.00764
DAPK2,-0.01177
VPS13A,-0.03065
GNG5,-0.00547
CAMK2D,-0.02759
SGSM2,0.00763
NUDT8,0.02477
MEN1,-0.00794
PTRF,0.04168
MGC27345,-0.01789
CLTCL1,0.04392
MCEE,0.00486
ELMOD3,0.01331
RER1,0.03267
VLDLR,0.02239
C1orf116,-0.01379
FAM46C,0.00032
GPAA1,-0.0047
PTP4A3,-0.01093
SNX30,-0.00439
PHLDA1,0.00965
BPTF,-0.0213
LPCAT3,-0.01305
CCDC136,0.04275
AP1S2,0.02591
ALG11,-0.01713
HES4,-0.02327
PNPLA7,0.02248
CPSF3,-0.00595
C15orf26,0.03654
TBC1D15,-0.0123
LZTR1,0.01967
TP73-AS1,-0.02094
SIRPB1,-0.0112
ABCA2,0.01022
RHOG,-0.00457
GAPVD1,-0.02001
N4BP2,-0.0105
ITGB3BP,-0.0159
TXNIP,0.0566
HSPA13,-0.01495
NNAT,0.01201
MED4,-0.00942
DDX26B,-0.01421
HKR1,-0.03534
UNC119B,-0.02
PPBP,-0.00981
PDIK1L,0.00428
MCU,-0.02374
PPP3CB,-0.02972
RAP1GAP,0.01062
B3GNT1,0.01412
HAL,0.01005
CECR1,0.0402
PPP1R3D,0.00028
ME3,0.04196
SYNGR1,-0.01993
PTPRA,0.03287
MRPL55,0.02447
IL2RB,0.01489
IRAK1,0.03575
BORA,-0.01775
AIFM1,-0.034
LYAR,-0.05185
ITGA7,0.0223
C1orf43,0.01993
DIP2A,0.02676
HECTD1,0.00577
TSEN34,0.01272
GIT2,0.02514
TRIP4,0.01757
DLX4,0.04113
TRIM7,0.02154
NCOA3,0.00084
CAD,0.00021
SCARB2,0.01031
DOCK5,0.01479
SIL1,0.01295
WDR49,0.02838
EVA1C,0.03629
CIDECP,0.00414
IKZF5,-0.01557
PLD1,0.01561
SWT1,-0.05379
DGKQ,-0.02951
UBE2T,0.0059
SH3BP5,0.03164
GNA11,-0.00708
RNF216,0.01775
SYK,0.0038
LRRCC1,-0.0159
ZXDC,0.00594
WASL,0.00856
MSN,-0.0242
CLEC12A,0.02044
SNTB1,-0.0229
STT3A,-0.01299
AP2A2,-0.01439
SF3B3,0.00718
ESD,0.02401
PIGW,0.0004
MED1,-0.02773
IL2RA,0.07232
NDUFB7,0.01103
ORC2,0.01693
HBP1,0.03337
GHDC,0.01228
TCL1B,-0.01808
KIAA0195,0.02173
PCGF3,0.03743
MLLT3,-0.04983
NAPB,0.01086
TMEM254,0.01815
PLGRKT,-0.03478
DRAM2,-0.00267
SEC23IP,-0.02363
BIN3,0.01562
GLIPR1,0.01004
THAP2,-0.01021
IRF5,0.0393
ZFP91,-0.0012
SNRNP25,-0.01759
TTC14,-0.01035
STK19,0.01266
IDH2,-0.02162
ANGEL1,0.00191
RAB5A,-0.03121
ZNF549,0.00662
PLD6,0.03189
SLC30A5,-0.00686
IP6K1,0.01184
EP400,0.02486
ZNF410,0.0195
PIK3R5,-0.00062
LHX6,-0.01832
TNFSF14,0.01979
ZNF420,-0.01846
SERPINE1,0.02404
TDRD7,0.00365
ZNF74,-0.01036
GPR65,0.0157
ZNF571,0.00123
SNRPD3,0.00175
RBM7,-0.02635
C1orf131,-0.00706
NFX1,0.00603
STAT4,0.05767
CARD6,0.02783
SUOX,-0.02525
BTF3L4,-0.02315
RBAK,-0.00092
F8,0.00604
DDB1,0.00575
NFATC3,-0.01749
LIPT1,0.00794
OSBPL3,0.03773
CTR9,-0.02298
RNASEH2B,-0.02322
PDE4D,-0.04528
FAM120B,-0.03161
GPT2,0.01465
CACNA2D3,-0.02854
MAP4K5,-0.0188
C22orf34,-0.00841
XPOT,-0.01975
THYN1,-0.0163
PLA2G4A,0.02867
SLC4A7,-0.00699
MPDU1,0.009
INTS4,-0.00412
C12orf10,-0.01363
HSPA1A,0.01658
TKT,-0.02238
ELF2,0.00576
MFI2,0.04446
CEP112,-0.04188
CD53,0.03962
PRDX4,0.02364
PSMB5,-0.0087
RTP4,-0.01591
ZNF841,-0.01863
SP140L,-0.02147
ZNF197,-0.02424
JRKL,-0.00771
TRAF3,-0.01916
SNUPN,0.01188
TMEM86B,0.01726
CLINT1,0.01816
THUMPD2,0.0032
EXOG,-0.01424
KRT1,0.01212
YWHAB,0.00465
PER3,-0.03351
PCSK1N,0.0374
SHPK,0.02029
POC1B,-0.04375
SREK1,-0.02758
SCN5A,0.03211
TOMM34,-0.00922
COX16,-0.01732
SPRYD3,0.03774
HYAL3,-0.00229
RIN2,0.01853
COMMD6,-0.01242
SASH3,0.01179
PARN,-0.036
VIPAS39,0.01889
SERINC2,0.01451
TBP,-0.00927
ASPHD2,-0.01304
COX4I1,0.0076
SLC35A3,-0.00915
PIK3AP1,0.0282
CLEC4C,0.002
NCR3,-0.05121
NLE1,-0.01006
PLCB4,0.01414
VBP1,-0.00605
TAP2,0.01539
UBXN11,0.01272
MGAT4A,-0.00259
TMED1,0.02019
PDPK1,0.02632
ACTR6,-0.00107
ANKRD55,0.0572
APOO,-0.02143
NUP54,0.00644
DDHD2,0.0269
RAD51,0.03365
IL31RA,0.03969
RUFY2,-0.02389
ZNF75A,-0.02463
RPS4Y1,-0.09229
CCSER2,-0.03492
SLC2A9,0.00147
MPP5,-0.01626
TGFBR1,0.03484
MYB,-0.01134
MCRS1,0.0237
FYCO1,0.0171
IQCK,0.02502
CAPZB,0.01872
C19orf48,0.04208
TRIM41,0.01551
XXYLT1,0.00244
OGG1,0.02008
ISCU,-0.02491
FAF1,-0.01942
RNPEP,-0.00157
IDE,-0.0177
ATAD5,-0.03611
FRAT1,-0.01824
KIF16B,-0.01086
IRX1,0.02315
RNF10,0.00255
SERPINA1,-0.00393
IGSF1,0.0127
ZNF431,-0.02405
ATHL1,-0.03702
