GeneID,CoefficientTraining
FAM160A2,0.00406
DBT,-0.0141
DDX24,0.00783
FUCA2,0.00722
BCLAF1,0.00982
INPPL1,0.0151
MIF,-0.03178
HSPE1,-0.00695
EPB41L4A,0.04409
QSOX2,-0.00943
HKDC1,0.03964
ZNF502,-0.02835
PRPS1,0.01825
CTPS2,-0.00022
PRKACB,-0.01613
SRSF2,-0.00953
TRIM21,0.0078
ANAPC16,-0.00123
COX5B,0.01328
NDC1,-0.01996
CCDC91,-0.01957
HOPX,-0.0285
GADD45A,-0.00833
NOD2,0.01602
GNPTAB,0.02761
WWP1,0.02692
BEND5,0.00178
CIAPIN1,-0.00223
HTATIP2,0.01816
DNAJB9,-0.03044
GTPBP3,0.02987
C22orf29,-0.02868
ALDH6A1,-0.03474
PLEKHF1,0.00953
NEDD9,0.06318
CBX5,-0.0311
SHMT2,-0.00135
CPM,0.04322
FGF9,-0.02131
COLGALT2,0.0292
SOX8,0.06899
MVP,0.02072
UTP15,-0.02453
SFXN4,-0.03934
SEPT9,-0.00528
ZNF234,-0.01743
MTAP,0.01894
CRELD1,-0.03341
TWISTNB,-0.01048
LGALSL,0.02127
RASGRP1,-0.01701
TNFRSF21,-0.02665
CTPS1,-0.01546
S100A11,0.01553
HEBP2,0.04653
TTC16,0.01345
NLRP3,0.0285
CERK,-0.00649
ZNF175,-0.03526
HIATL1,0.04388
RTTN,-0.00967
BCL2,0.0557
DBI,0.0459
MTHFD1L,-0.01572
HOMER3,0.01149
CCR9,-0.01441
AUTS2,-0.09232
BTG2,-0.03091
FKBP4,-0.03364
SUPT4H1,0.00932
FAM126B,0.02494
SPAG16,-0.0368
MATN2,-0.02639
LAPTM4B,-0.02617
PCBD1,0.03154
MYH3,-0.02355
ASPRV1,0.01506
TCEAL4,0.01718
ZNF721,-0.0128
CCDC57,-0.02506
DZIP3,-0.0439
WDR74,-0.01468
DIAPH1,0.01742
MAPKAPK3,0.01114
ARSB,0.02856
PTCD2,-0.02194
BATF2,-0.01508
CEBPA,-0.01411
MBTPS1,-0.01716
DAP3,-0.00013
CD300C,0.01473
TMEM8B,-0.05702
NCEH1,0.02181
NACA,-0.02273
ARHGAP15,0.00453
PLAC8,-0.05426
CALML4,0.01261
TCIRG1,0.02234
ABCF1,-0.0208
BTN3A1,0.01454
PSMB8,0.03231
DAAM2,0.03629
SSH1,0.01672
SRSF1,-0.02349
NCR1,0.04552
SMAD4,-0.01233
NOL9,-0.03191
TFB2M,-0.00685
HPCAL4,0.01079
TAF4,-0.03136
ARF3,0.02366
GCNT1,0.0398
PPIL3,0.0099
WDFY2,0.04127
ADORA3,0.01354
DKFZP586I1420,0.02996
PRKRA,0.00107
RARRES3,0.03924
AKR1B1,-0.01954
PPAPDC1B,-0.0113
CYBA,-0.00092
PLEKHA1,-0.01494
MTERFD1,-0.03588
SDAD1,-0.00696
HDAC2,-0.04452
FOXO3,0.03365
SLC18B1,0.00619
ZNF419,-0.01429
UPF3B,-0.01497
AHCY,-0.02622
SLTM,-0.01109
NLRP12,0.03226
LST1,-0.00628
ERGIC1,0.03143
CORO1C,0.01682
MTHFD2,0.01471
ATP5L,-0.05159
MARCH3,0.01098
TCF3,-0.00924
CA4,0.01684
BPI,-0.0039
HNRNPU,0.02078
PLA2G16,0.0044
SSH3,0.00465
TUT1,-0.03015
MAPK1,-0.0149
CALCOCO1,0.00971
CYBB,0.0249
TAGLN,-0.00399
IFI27L2,0.04047
THOC1,-0.02386
ZNF792,0.0192
TIMM8A,-0.03452
TRMT112,-0.0482
FAM129B,0.00913
GORASP2,-0.00705
COX6B1,0.01492
SEPT4,-0.00791
BMX,0.02536
FNBP4,0.01242
NONO,-0.02101
KRI1,-0.02845
RPUSD4,0.01695
PLEKHM1,-0.00485
IPO4,-0.02714
CHCHD7,0.04109
NAGA,0.02152
PJA1,0.01118
CFH,0.03143
AZU1,0.00784
CNIH4,0.01915
STARD3NL,0.03569
TSPYL5,-0.03092
FOXP1,0.00095
HELZ2,0.00098
BCCIP,-0.03135
POLE4,0.04241
RPAIN,-0.00068
UBE2F,-0.00302
PRKCD,0.00224
TRMT5,-0.04874
LINS,-0.02463
RPSA,-0.03108
RHBDF2,-0.01228
IL15,0.01913
ELF4,0.03356
TTC4,-0.0028
C15orf54,-0.08532
RBM14,-0.00181
ARHGAP33,0.04294
TADA3,0.00743
MYL6,0.00696
LETMD1,0.02726
ARPC1B,0.03443
PTPN13,-0.05027
CBY1,-0.00135
TAGLN2,0.01114
IL10RB,0.01923
ZNF830,-0.02828
SMARCC1,-0.03008
POGLUT1,0.01665
PHTF1,0.02925
KLHL34,0.01164
GLMN,-0.0389
CYB5A,-0.00631
MIPEP,-0.02235
ABHD16A,0.00952
CENPK,-0.01526
METTL3,0.00293
TLR2,0.02348
PODXL2,-0.01746
SRRM1,0.01633
POLR3H,-0.03445
PGRMC2,-0.00491
CCR2,0.02686
C21orf2,-0.02398
GLTP,0.00327
FAM220A,0.0121
SUN1,0.02865
MGAM,0.02298
EIF3B,-0.01292
GRAMD3,-0.0379
ATP5G2,-0.03552
TMEM106B,0.00182
TRAPPC6A,-0.02958
PDIA5,-0.03768
PPWD1,0.01012
IFI30,-0.00019
TMEM63A,-0.01714
RPL30,-0.01027
CDK14,0.0554
UBAC1,0.02009
RPL11,0.00356
ARHGEF7,-0.01129
TIMP2,0.01805
PIGP,-0.03003
TUBGCP5,-0.03805
C12orf75,-0.00342
BST1,0.00214
METAP2,0.00156
TYROBP,-0.03326
IL18BP,0.04551
TSC22D3,0.06417
SPON2,0.00258
TRDMT1,-0.04759
TM6SF1,0.00771
PRMT7,-0.02673
ATAD1,-0.00499
AGPAT5,-0.02629
POLR2D,-0.05087
HIST1H3H,-0.07694
OSBP,0.01767
ALDH2,-0.01918
SPECC1L,-0.01877
ANKRD33,-0.01015
C3orf62,0.00477
CSF1R,-0.00264
TRIOBP,0.01153
B3GALT2,-0.07364
SERPINF1,-0.04066
ITGAL,0.00047
HNMT,0.01332
SFTPD,0.01867
DNAJC19,-0.01807
CREB3L2,0.05357
CD83,-0.02015
SCO2,-0.00637
TAF15,-0.04299
DDX42,-0.00065
WDR89,-0.06873
CDC25B,-0.00412
SRSF5,-0.01102
KCNJ15,0.00621
DCAF4,-0.00089
CEACAM6,-0.00933
TIMP1,0.02802
LYZ,0.03205
ZNF507,-0.03685
TPT1,-0.03166
PCMTD2,-0.00739
CDKN1A,0.0049
FMO5,0.0414
EIF4A3,-0.01793
SGMS2,0.05792
HNRNPH1,-0.01589
GFM1,0.00553
KRIT1,0.00108
IKBKG,-0.00809
PABPC4,0.00838
PRPF19,-0.00418
DHPS,-0.01235
LY6H,0.02094
PARM1,0.00688
COLQ,-0.05486
BLMH,-0.04873
CRHR1-IT1,0.03145
AASDH,-0.00617
CNTRL,0.00502
GPER,-0.02476
STIP1,-0.04035
DPY19L4,-0.03297
VNN3,0.02506
AKAP13,0.01184
MGLL,0.01771
TBXAS1,0.00653
CACYBP,-0.03367
SMIM14,0.0598
RTN2,0.02235
C11orf31,-0.01501
CASK,-0.01713
VMO1,0.01153
EEF1D,-0.00628
BBS2,0.01521
HNRNPH3,-0.04924
VIPR1,0.00717
LAP3,0.01258
AGFG1,0.03798
LY6G6F,0.03119
CEP44,-0.00275
GAB2,0.02035
PHF21A,0.01918
NUP35,-0.00735
STAT3,0.01662
GGNBP2,-0.01026
SAMD9L,-0.00819
LAMP5,-0.04129
IL23A,0.02742
MAP3K3,0.00864
SH3BP5L,0.00248
CIDEB,-0.01118
ITGB2,-0.00512
IRF1,0.02915
G6PD,-0.02642
RUNX3,0.00634
UQCC,-0.0252
PPP1R15A,0.0207
CLC,0.02263
PFKFB4,-0.00125
DLGAP4,0.02791
RALB,0.00263
FURIN,0.0014
ZSCAN9,0.01247
RPL27A,0.01713
TBCB,0.0261
FASTKD2,-0.01785
NAA35,-0.02298
HVCN1,-0.03877
SLC22A4,-0.00183
SLC4A4,0.0772
YIPF1,0.02213
ADD3,-0.02168
NET1,0.04917
SIRPD,0.0232
USO1,-0.01038
KRT10,-0.02577
SLC25A15,0.00111
MAF,0.01232
BCAT1,0.01986
PPIL1,-0.00593
HDAC1,-0.00187
MAP3K7CL,-0.06954
ADAM9,0.01305
TMEM209,0.01449
NSUN6,-0.06119
LAMTOR1,0.01296
GPR68,0.00794
HDGFRP3,0.06284
ADARB1,0.03881
OGT,0.0025
AAK1,-0.015
ALG13,-0.01216
FGD4,0.05269
TMEM5,-0.00666
RBM11,-0.0249
RIOK2,-0.0204
ZNF800,0.00151
TCTN3,-0.00618
LINC00260,-0.00187
PPAP2A,0.0248
NR2C1,-0.02137
LEMD3,-0.0066
FUBP1,-0.01771
TRIM69,0.05462
GSTM3,0.03301
JAKMIP1,0.05368
NAA15,-0.02971
POLRMT,-0.02914
LCN2,-0.02236
ACVR2A,0.03899
ZCCHC14,0.0301
TDG,-0.01269
DCXR,-0.04032
C1orf85,3e-05
RNF149,0.03286
CDC16,-0.00701
CRTAP,0.03777
NUP155,-0.03946
PLCL1,0.00706
FCER1G,-0.01218
ERCC5,-0.01261
RPL13P5,-0.02082
KIAA0586,-0.0107
TNFRSF1B,0.02062
ATP5G1,-0.01522
TGFBR2,-0.00999
CLNK,0.03897
TNFRSF8,0.02186
ITPKB,-0.00322
MCM3,0.00493
TYMP,-0.00983
NREP,-0.05056
ELOVL6,0.01623
PRKCDBP,0.05438
POLE3,-0.01947
CFL1,0.03195
UBR2,0.02047
CHP1,0.01822
SMARCA2,-0.02365
P2RX1,-0.00314
DDX50,-0.02214
PQLC3,0.02479
WSB1,0.02976
CLSTN3,0.05264
HIBCH,-0.01897
TGDS,-0.00647
HLA-B,0.01675
TMEM158,0.03639
PNOC,0.00818
KCTD12,0.01949
CAPN1,0.00629
TBRG4,-0.01145
CDA,-0.0061
AGPAT9,0.01924
PSME1,0.00889
MRPS18B,0.00206
ZEB1,-0.04866
SIAH2,0.00643
CPVL,0.01421
USP13,-0.00502
MS4A1,0.00659
MTMR10,0.01132
KANSL2,-0.00269
CWF19L2,-0.01369
SEC14L5,0.03087
COX11,0.00768
TRIM4,0.02848
HSP90AA1,-0.01214
MAD2L2,-0.01325
GRB10,0.04088
ACTN4,-0.00464
THEM6,-0.00449
ASUN,-0.00306
RPS6KA1,0.01942
OFD1,-0.0184
PAFAH1B3,-0.00464
RAB1B,0.01437
RNF181,0.01358
MSRA,0.00192
MFN2,0.01508
PDCL3,0.00224
RPS16,-0.01318
C1orf177,0.0395
PLCB2,0.0017
PANK2,0.00896
STAT2,0.00939
SMCO4,0.01572
SUPV3L1,-0.02197
TRIM44,-0.02351
ADCY9,0.04493
MRPS9,-0.01142
RAB44,0.00849
ANKRD35,0.02634
LILRB2,0.02214
PTK2B,0.03785
ETV6,0.00596
C1orf52,-0.0277
LINC00324,0.06595
C2orf15,-0.00171
PREPL,-0.00604
DUSP10,0.03702
CEP135,-0.0257
ORC3,-0.0273
GLB1,0.01287
LRP3,-0.01776
MYH10,0.0073
HCG27,0.0263
RPL39L,0.01383
TCTEX1D1,0.03414
SNX25,0.02044
PRDM8,0.07783
PARP14,0.00514
COL9A2,0.02632
IFI35,-0.00949
ADHFE1,0.00867
LYL1,0.05196
DROSHA,-0.02043
CCDC34,0.00933
DMD,0.01824
CD200R1,-0.02352
FBP1,0.02905
KLRC3,-0.01879
SUCNR1,0.01678
QTRT1,-0.01544
ENPP5,0.01889
HSPA8,0.03509
NOB1,-0.02668
DTNBP1,0.01767
SMPDL3A,-0.01568
CCDC59,-0.00894
LAIR2,0.00813
ARGLU1,0.00084
TK2,0.00146
TPP1,0.01625
FXR1,0.01571
MAK16,-0.00518
SECISBP2,-0.00434
ZNF614,-0.04083
HLA-E,0.03274
C1orf109,-0.01138
DPH6,-0.02866
SUMF2,-0.01356
QSOX1,0.02076
ABI2,-0.02835
ZCCHC17,0.03578
RIPK3,0.02203
DENND1B,-0.01049
MSH2,-0.04211
ZNF827,-0.02553
PRRG4,0.01116
OAS1,0.00532
ZRANB2,-0.01049
E2F2,0.0377
MSANTD2,-0.0012
FBXO3,-0.0135
REPS2,0.01546
PLAGL1,0.00817
TOR1B,-0.00673
LCLAT1,0.00952
OLAH,0.03324
C1orf216,0.02254
ZNF540,0.01936
ZNF428,-0.04527
PPAN,-0.02548
SOX13,0.02895
CXXC5,-0.00345
WDR19,0.02179
VRK1,-0.03883
IQCG,0.05579
FOLR2,0.0189
TOX,0.03513
SRSF7,0.0243
SCAF4,-0.0299
SUZ12,-0.0156
PRSS57,0.00804
MPRIP,0.02028
DGKG,0.06354
LPXN,-0.00642
KCNA3,-0.02563
ATF3,0.02673
ACADVL,0.0192
CTDSP1,0.01711
APOBEC3C,-0.00597
DLL1,0.01417
SLC26A6,0.04415
NSMCE1,-0.00659
CYCS,-0.00744
ZNF10,0.00506
RPS18,0.01002
GNA15,-0.00437
ACADM,-0.02784
CEPT1,-0.02041
UBE2L6,-0.0032
AMPH,0.04097
DDX1,0.02047
RPL35,0.00296
ATP8B4,0.01436
CCDC104,0.00963
GTF3A,-0.00079
CEACAM8,-0.01108
VPS33A,0.03088
PAPOLA,-0.03497
SREBF1,-0.00223
ZNF235,-0.01268
FBXO15,0.01363
GK2,0.00069
IPCEF1,-0.04858
TPM1,-0.01352
FAM43A,0.00236
POP5,0.00109
SHQ1,-0.00377
N6AMT2,-0.01728
FPR3,0.03355
PDE6B,-0.03656
C20orf197,0.04365
ZNF395,0.02719
FAM153B,0.00035
ZNF189,-0.01778
RSBN1,-0.00054
ARHGAP24,0.0401
ITPRIP,0.01725
TCF4,-0.02237
APCDD1,0.04288
PTPN4,0.00953
ZNF562,-0.04256
C2CD5,-0.01326
TYSND1,-0.01698
SLC24A6,-0.02454
EPN1,-0.0042
PHPT1,0.02814
CSNK1D,-0.01197
RPL23AP64,-0.04319
RARA,-0.00677
CRY1,-0.01931
C1QTNF6,0.01037
AGO4,0.02923
ZNF337,0.01588
SAAL1,-0.02859
ERGIC3,-0.01527
TLN1,0.01042
RP11-617D20.1,-0.01363
SLC37A3,0.02444
CAP1,0.01598
TMEM230,-0.0339
MYOF,0.00911
FCGR2B,0.04267
LARP4,-0.03378
TRIM22,0.02771
PPP1CA,-0.00291
TMCC2,0.0405
RINT1,-0.0228
SSBP4,-0.00643
WDR27,-0.03464
MDN1,-0.03303
LRSAM1,0.00339
DLG4,0.02845
SSB,-0.00693
CEACAM1,-0.00026
FAM134A,0.02146
OSCAR,-0.03656
APPBP2,-0.01333
GTPBP8,0.00093
PRIM1,-0.01884
UBIAD1,-0.02998
ST6GALNAC6,0.04751
GUSB,0.04081
EPM2A,-0.04416
DET1,0.00297
SRP68,0.00326
SLITRK4,0.01897
NRROS,0.01781
URB2,-0.01189
THEMIS2,0.01488
WDR92,-0.06228
PAFAH2,0.00573
SRGN,0.00678
SMEK1,-0.01433
PLOD3,0.0216
ABHD3,0.05829
USP44,-0.04154
SURF6,-0.01787
KLHDC1,-0.05328
IFI6,0.00176
CMPK1,-0.01276
JUND,0.03147
GART,0.00242
SAFB,-0.01735
SRFBP1,-0.01178
INPP5D,0.03537
PILRA,0.00513
BLNK,-0.02353
POLR3B,-0.0071
NDUFAF3,-9e-05
FBXO10,-0.04663
RPP21,0.00018
AOAH,-0.0068
ZC3HAV1,-0.01213
PRKCQ,-0.0045
MGAT4B,0.01619
EIF4E3,-0.01014
SORCS3,0.05396
DOLPP1,-0.03402
PDE4A,0.04876
NSFL1C,0.00192
NGLY1,-0.02207
DUT,-0.00564
CCND2,0.00425
NUP62,-0.01636
FTL,-0.01611
UQCRC1,0.02282
EIF3J,-0.00893
ZNF649,-0.04432
TBC1D2,0.00339
TUBB6,0.01584
WDHD1,-0.0351
IL18R1,-0.00403
EI24,0.00574
LPAR6,0.04466
PRTN3,0.0016
EPG5,0.03734
TMSB10,0.04019
N4BP2L2,0.00999
GPR97,0.01063
CETN3,-0.02121
ZNF207,-0.04215
TNF,0.04341
CELA1,0.02231
REEP5,0.07574
CDK5,0.02425
ERCC1,0.00052
FCGR2A,0.01934
TSGA10,-0.0283
TIMM9,0.00647
RPRD1A,0.00969
FXN,-0.04317
EIF4EBP2,-0.01774
GDE1,-0.0206
NUPL2,-0.02457
SLC39A1,0.01275
QARS,0.01232
MAGEE1,0.01602
ACP1,-0.01203
RPL28,-0.00839
PRRC2C,-0.00807
USF1,0.02004
NAP1L4,-0.00326
ZNF121,-0.03368
ALDH18A1,-0.03262
CEBPZ,0.01103
FUBP3,-0.00661
SNX11,0.01216
DKK3,-0.00786
SACS,-0.01687
ZNF195,-0.01129
ARRB1,-0.00671
IFIT3,0.00498
PSAT1,-0.01775
VAV3,0.03149
GATS,-0.0059
CYB5R3,-0.00794
LPHN1,-0.00989
HIVEP2,-0.05546
ELANE,-0.01971
GAR1,-0.03933
GPX1,0.01767
RABEP1,-0.02061
ILF2,0.02356
IPO7,-0.03362
ARSG,0.01597
SLC20A1,0.0119
WDR41,0.03088
PRCP,0.03198
RUVBL1,-0.03605
TECR,0.00791
DIAPH2,0.00134
QRSL1,-0.03252
ABHD5,0.02586
DENND4A,-0.02956
NAPEPLD,-0.00922
CDKN2B,0.0037
ZCCHC8,-0.01807
PKM,0.03048
FBXW5,-0.00892
ZNF567,-0.0187
CAMP,-0.02071
ZSWIM8,-0.00561
ICAM4,0.02946
PRUNE2,0.02361
MRPS26,-0.00421
LARS2,-0.03302
ENPP4,0.03291
OXCT1,-0.01988
AASDHPPT,-0.01162
RPS11,0.00281
LRRK1,0.01108
MTRF1,-0.04008
NCKAP1L,0.02692
LMO2,0.01252
USP4,0.04612
ETFDH,0.01055
METTL25,-0.03048
SLC22A17,0.05777
RNMTL1,0.00153
NOV,0.03266
CHN2,-0.00587
GTF2I,-0.03363
SLC25A17,0.00972
AKAP1,-0.02984
RAB34,0.04609
AC084018.1,0.01743
SH2D3A,0.00942
IFT88,-0.01016
ACOX2,0.02578
ORM1,0.00509
ARPC2,0.02884
SMARCAD1,-0.00189
HNRNPR,-0.00111
MRPS6,0.00469
BCL6,0.02818
RAB2A,0.00455
PTBP1,0.00561
UFM1,-0.02959
DKFZP761J1410,0.01469
OLFM4,-0.01313
ABCF2,-0.02201
TSPAN18,-0.04162
EBP,0.0261
ADCY4,-0.01814
PYCARD,-0.00494
ERP27,-0.01951
IDO1,0.01405
TAP1,0.0089
COMMD4,-0.01228
NSUN5,0.00957
MZF1,-0.01555
SFXN5,-0.00132
CATSPER1,0.00669
WDR33,0.04069
ZNF134,-0.02125
SMC2,-0.00781
KIF2A,-0.01078
ZNF519,-0.02086
MAP3K6,0.04044
CCT6A,-0.00928
CTSZ,0.00782
BTF3,0.00159
PDZK1IP1,0.02506
CDC23,0.01662
MIR17HG,-0.01362
VPS35,-0.0041
MRPL35,0.00689
C10orf137,-0.02017
FAM216A,-0.00333
ABCG1,0.01845
FIGNL1,-0.00889
PRSS35,-0.01577
HNRNPA1,-0.01652
FZD3,0.00894
MARCH9,-0.031
RAB8A,-0.00315
ZMYM2,-0.03156
POLA1,-0.04282
PCNX,0.02927
VARS,-0.00301
ANKRD26,-0.03142
ENOPH1,0.03063
ZNF706,-0.01052
NUDT16P1,-0.01097
TCERG1,-0.00422
ATP9B,-0.02259
CCNC,-0.02816
TNRC6C,-0.0065
SYNRG,-0.03257
PLP2,0.00453
PAM,0.02494
IQCB1,0.00167
MRPL36,-0.00683
CLPP,-0.00892
BEST1,0.00347
CUX1,0.01053
MYCBP2,-0.01138
MATK,-0.02831
SCOC,-0.02901
CMTM3,0.03689
STXBP2,0.00079
HELQ,0.00557
FAM175B,0.00036
CALHM1,-0.01352
SUPT16H,0.00234
SLC24A4,-0.01583
ACSL1,0.03596
CUL4B,-0.02906
LINC00649,-0.02201
CCNE1,0.01303
SH2D2A,0.02421
RBM25,-0.049
MTPAP,-0.02987
ARMCX6,-0.03888
REV1,0.00289
DLAT,0.00025
GRAMD4,-0.00427
STT3B,-0.00625
SYNJ2,-0.03323
NIN,-0.04275
ZNF581,-0.00492
ZNF702P,-0.02262
BOK,-0.01722
ASB3,-0.01083
METTL7A,0.02103
PWP1,-0.01528
RSRC2,-0.0096
TMBIM1,0.01453
ANKS1A,0.00717
CCDC17,0.02132
KCNK10,-0.01493
POLG2,-0.03627
GLRX,0.02705
PTP4A2,0.02865
OPN3,-0.0209
USP37,-0.00621
RAB7L1,0.02191
CSNK2A2,0.02798
TRPS1,0.05813
PAGR1,-0.01029
SCIMP,0.00514
MPP6,-0.00629
IPO11,-0.01858
MTX1,-0.01258
BYSL,-0.02262
PEBP1,-0.02661
RNGTT,0.02758
CKLF,-0.00472
SAT1,-0.01949
CCL28,0.00416
METAP1,0.01499
BTD,0.04794
MLLT10,-0.02147
SENP7,-0.02358
MRPL46,-0.00231
CPQ,0.01577
ZNF451,-0.00112
FCGRT,-0.00923
EBPL,-0.0144
MAD2L1,0.0159
DPH3,0.00782
TRA2B,-0.0102
PTCRA,0.01365
INPP1,-0.01309
MORC2-AS1,-0.00099
ADAR,0.02234
DENND5B,-0.00256
GAL3ST4,-0.03028
MVB12B,-0.0219
RPSAP15,-0.02565
WDR36,-0.00665
SGK3,0.03942
EBNA1BP2,-0.01217
TUBE1,-0.00675
NCAPD3,-0.02888
CTDSPL,-0.01094
IST1,-0.01942
CKB,0.00846
ACOT7,0.01008
USP36,-0.00281
CHST12,-0.00062
CMIP,0.02116
BAX,0.02892
TRIM38,0.04193
RAB4B,-0.01492
PIWIL4,0.03227
ATXN2,-0.02396
UBXN1,-0.0093
FBXW2,0.00356
WDR6,0.01947
BET1,-0.02628
GNB2L1,0.01083
CD72,0.01953
COG2,-0.01099
NKIRAS1,-0.01312
HNRNPUL1,-0.02069
HIC2,0.01092
CD37,-0.0054
LINC00482,0.02116
HSPA6,-0.0067
MSRB2,0.01899
DNAJA4,-0.05234
PCSK5,-0.00475
RALGPS2,-0.00428
EXOSC8,-0.00835
SMAP2,0.01828
RFESD,-0.01479
CYSTM1,0.00199
FHOD1,0.00493
TTC37,-0.01377
RIPK2,0.01608
INTS3,0.02738
COG6,-0.01067
ABCC5,-0.00193
GP6,0.02153
SYNE2,0.03091
SLC25A26,0.00237
EXTL3,-0.00116
EMP3,0.01058
DBNDD1,0.05026
CR1,0.01504
NLRC5,0.00393
TM4SF1,0.05056
BCS1L,0.00212
TRAM1,-0.01366
ZNHIT1,0.02645
CPSF6,-0.04401
ESYT2,0.00806
GNGT2,-0.02407
LSM4,-0.02263
PURA,0.01833
TMEM255A,0.03456
NME7,-0.01109
TCEAL3,0.03108
CBS,0.01232
ENDOD1,-0.00021
PRAM1,-0.02298
FAM57A,-0.04782
ASNS,0.04291
VASP,0.02099
PTTG1,0.03361
ZNF616,-0.02455
CAAP1,-0.02151
PCTP,0.00071
CHD6,0.00144
ICAM2,-0.0124
PSMB10,0.00669
DCUN1D4,0.02392
FANCA,0.04849
MOAP1,0.00181
SLC6A10P,0.04284
ZMYND8,-0.00761
VEGFA,0.01853
NOD1,0.03899
MANEA,-0.01081
NAP1L2,0.03543
CASD1,-0.01287
MLKL,0.00293
BLCAP,-0.01247
REC8,0.00551
SLC11A1,0.0184
TMEM14C,-0.00683
CXorf38,0.03753
PDCD2,-0.006
PSEN1,0.04743
HMG20B,0.01491
TCF20,-0.00079
GPR137,0.00525
NUDT14,0.00375
SLPI,0.01783
PELI2,0.01742
RGS12,0.0248
COX10,-0.01065
AEBP1,-0.01933
ERP29,0.01793
MTHFD2L,-0.04008
SOD2,0.01789
GNPDA2,-0.0113
HLA-DRA,0.03942
PHOSPHO2,-0.00285
PLEKHA8P1,0.03245
LATS2,0.00969
RDH10,0.02562
SLC9A8,0.00478
AKAP11,-0.00532
NT5DC1,0.00437
MKKS,-0.00617
PVALB,0.00559
MS4A14,-0.02302
CRYZL1,-0.02963
RUSC1,0.02728
DNAJC27,0.00317
USP16,-0.00598
PGP,0.03278
FTH1,-0.00246
LOC93622,0.0251
CAND1,-0.03348
CSNK2A1,-0.01985
FOS,0.02093
EMG1,-0.03632
ZNF416,-0.00584
CBFA2T2,-0.00927
PPP1CC,0.00463
EIF2B2,0.00509
CLDN5,0.01901
ARL6IP5,0.07167
OSGEP,-0.03108
ANXA7,-0.01602
CAPRIN1,-0.01902
OSGEPL1,0.00292
PSTPIP1,-0.00866
WBSCR22,-0.01149
APOBEC3F,-0.02766
TUBB,-0.00577
CUL2,-0.00031
TXLNG2P,-0.0453
RPL6,0.00917
ALDH9A1,-0.00711
PSAP,0.02669
SLC16A6,0.04835
DYRK1A,-0.00938
FPR1,0.00191
CTSS,0.00175
RAN,0.01691
IL17RA,0.00168
THUMPD1,-0.00593
TMEM219,0.03395
DIS3,-0.01798
MTA1,-0.01983
POLR2B,-0.00661
KCNA5,-0.01207
NUDT3,-0.02758
DHRS12,0.03183
PRKAR2A,0.03451
USP14,0.0076
SPRED1,0.04096
AMD1,-0.02018
BHLHB9,-0.01869
HPGD,-0.06401
PLXND1,0.04901
RNF115,0.03748
FAS,0.04577
EHD1,0.0163
LMNB1,0.01739
APOL6,0.01977
NAT9,-0.00379
ATG9A,0.02196
G3BP2,-0.00267
TBCD,0.0291
FLNA,0.0541
HCFC1R1,0.02797
KAT6B,-0.03219
KIR2DL1,0.00356
ARHGAP17,0.00073
LSM10,0.01872
PCNXL4,-0.0096
C2,0.01289
TCEAL8,-0.01105
ZW10,-0.0268
ARHGEF35,-0.0072
SLC29A2,-0.00921
ME1,-0.03092
SH2D1A,-0.02999
TMEM140,0.01236
HARS,-0.01305
PODN,0.00752
BTAF1,-0.00331
UBAC2,-0.05423
CASP8,0.04717
DNAJC10,-0.01635
MTBP,-0.02432
B4GALT7,-0.02056
ZC3H14,-0.02519
HIST1H4H,-0.00883
ZNF236,-0.00644
SPIN3,0.00306
GLDC,0.01086
METTL10,-0.03653
SELP,0.0492
TOR1A,0.02191
DCTN2,0.04142
ALKBH7,0.00292
MATR3,-0.00354
SERTAD3,0.00175
USPL1,-0.02241
RASGRP4,0.02556
FOXRED1,-0.01788
ZSWIM1,0.00315
FARS2,-0.01894
ATP8B2,0.03004
C9orf89,0.01529
WDR77,0.00274
SLC16A3,0.00424
FOXI2,-0.02474
CTSH,0.03342
LOC284837,0.01853
TNFRSF13C,-0.00392
PRKAG1,-0.00326
PLEKHO2,-0.00672
COQ2,0.0033
SLC25A43,0.01805
MT1G,0.01993
CAMSAP2,0.01927
BCL9L,-0.01455
AMER1,-0.00315
ATG4C,-0.00573
RAB11FIP2,-0.0032
KEAP1,0.00988
TLR4,-0.00529
ALDOA,0.01279
CD14,0.00414
SPOCD1,0.02654
CACNA1D,0.04497
ANKRD36B,0.01791
ALDH7A1,0.00903
STX8,0.03339
CGGBP1,0.01155
UGDH,-0.00522
IL1RN,0.0132
GOT2,0.00029
BUB3,0.02901
MAP4,0.06518
MCM7,-0.00269
MRPS2,-0.00405
BCDIN3D,-0.00318
NSUN5P2,0.01184
PER2,-0.00214
MRPS35,-0.01797
TBC1D32,-0.02353
TSEN15,0.00165
COG3,-0.03482
TTF1,-0.01651
GTF3C3,-0.01046
ITPRIPL1,-0.00286
RPS15,0.06182
HS1BP3,-0.01284
ADNP,-0.01017
LAS1L,-0.01849
ATG14,-0.02878
GPR132,0.04158
ZNF281,0.02068
ZMYM4,-0.01158
CYP2U1,-0.00334
LIN7A,0.00976
CSTB,0.01243
PYROXD2,0.0116
TAF2,-0.03806
PINK1,-0.00569
ST7,0.00726
CTSA,0.00178
HRK,0.00313
MAPK7,0.02871
ZNF493,-0.02456
LTBP4,0.02787
UBE2G1,-0.00941
IQGAP1,0.03667
COPZ2,0.06855
RFXAP,-0.03742
PELP1,-0.00031
C1RL,0.01941
MCTP2,0.01935
SRI,0.02716
MBD2,0.02104
